300 38000
0 1 10
0 2 91
0 4 80
0 6 23
0 7 5
0 8 89
0 9 95
0 10 14
0 11 61
0 12 74
0 13 71
0 14 10
0 15 62
0 16 31
0 17 33
0 18 86
0 21 22
0 22 42
0 23 93
0 24 31
0 25 63
0 27 52
0 28 47
0 30 53
0 31 46
0 32 93
0 33 2
0 35 23
0 36 6
0 37 52
0 38 14
0 39 12
0 40 6
0 41 9
0 42 30
0 43 24
0 45 79
0 46 57
0 48 80
0 49 76
0 50 26
0 51 81
0 52 42
0 53 30
0 54 89
0 55 87
0 56 67
0 57 94
0 58 76
0 60 97
0 61 31
0 62 84
0 63 17
0 64 24
0 65 96
0 68 69
0 69 70
0 70 49
0 71 53
0 72 79
0 73 83
0 74 85
0 75 45
0 76 46
0 78 58
0 80 17
0 81 73
0 82 64
0 83 76
0 84 10
0 85 74
0 86 91
0 89 86
0 90 60
0 92 50
0 93 32
0 94 49
0 95 48
0 97 31
0 98 10
0 99 33
0 100 78
0 101 27
0 102 11
0 103 26
0 104 35
0 105 93
0 106 14
0 107 94
0 108 60
0 109 74
0 110 62
0 112 17
0 113 11
0 114 94
0 118 46
0 119 23
0 121 41
0 122 27
0 123 11
0 124 87
0 125 14
0 126 26
0 127 76
0 128 26
0 129 50
0 131 91
0 132 73
0 135 38
0 136 62
0 137 94
0 138 44
0 139 27
0 140 26
0 142 41
0 144 95
0 145 40
0 146 67
0 147 53
0 148 0
0 150 92
0 151 66
0 152 73
0 153 44
0 154 71
0 155 27
0 156 43
0 157 56
0 158 73
0 159 99
0 160 53
0 161 93
0 162 33
0 163 7
0 164 72
0 165 71
0 166 28
0 167 69
0 168 50
0 169 20
0 170 64
0 172 26
0 173 44
0 175 11
0 176 13
0 177 61
0 178 33
0 180 40
0 181 43
0 182 69
0 183 13
0 184 55
0 185 58
0 186 83
0 187 43
0 188 8
0 190 97
0 191 59
0 192 38
0 193 98
0 194 92
0 195 84
0 196 99
0 198 48
0 199 19
0 200 41
0 201 16
0 202 13
0 204 47
0 205 20
0 206 67
0 207 68
0 208 42
0 209 5
0 211 31
0 212 84
0 213 8
