300 4000
0 130 25
0 131 20
0 142 69
0 144 100
0 148 63
0 277 10
0 284 74
0 29 22
0 37 64
0 171 68
0 177 93
0 56 22
0 60 95
0 200 45
0 76 77
0 84 32
0 14 11
0 214 12
0 228 38
0 92 36
0 224 54
0 100 55
0 237 84
0 111 29
0 245 0
0 119 56
0 121 26
0 251 3
0 127 33
1 6 8
1 263 25
1 268 24
1 279 55
1 152 6
1 285 20
1 34 2
1 296 2
1 297 64
1 298 47
1 49 43
1 62 30
1 192 20
1 203 4
1 78 63
1 79 93
1 86 30
1 224 47
1 100 18
1 230 74
1 106 100
1 246 44
1 247 93
1 252 1
2 258 47
2 4 43
2 6 12
2 135 15
2 8 92
2 137 73
2 11 50
2 17 14
2 277 34
2 22 31
2 26 60
2 27 28
2 159 54
2 162 38
2 292 95
2 169 41
2 42 34
2 117 21
2 177 62
2 58 32
2 31 40
2 188 56
2 61 16
2 191 82
2 199 22
2 206 5
2 207 26
2 98 12
2 145 75
2 245 66
2 250 91
3 132 98
3 262 28
3 7 69
3 264 39
3 10 90
3 139 19
3 143 48
3 144 75
3 146 100
3 153 68
3 160 15
3 36 4
3 182 64
3 183 50
3 66 21
3 196 21
3 71 28
3 79 77
3 81 64
3 85 54
3 214 89
3 15 42
3 231 57
3 235 5
3 116 55
3 245 73
3 118 76
3 121 70
3 250 70
3 124 71
3 254 10
4 258 33
4 8 27
4 265 27
4 10 39
4 16 7
4 274 2
4 275 25
4 280 19
4 25 55
4 284 82
4 29 69
4 287 25
4 38 59
4 297 75
4 43 21
4 264 2
4 50 0
4 31 81
4 60 93
4 61 69
4 67 50
4 199 0
4 207 81
4 210 72
4 84 56
4 214 50
4 215 28
4 88 90
4 90 43
4 95 95
4 98 29
4 104 95
4 146 35
4 112 41
4 244 10
4 169 36
4 218 98
4 124 86
5 32 8
5 34 16
5 227 46
5 17 4
5 40 19
5 267 69
5 29 11
5 13 16
5 46 54
5 253 33
5 49 46
5 147 91
5 148 100
5 78 35
5 173 97
5 216 96
5 88 70
5 136 46
5 221 59
5 254 54
6 256 84
6 133 28
6 262 70
6 137 66
6 12 12
6 149 47
6 27 48
6 294 44
6 174 56
6 47 81
6 176 47
6 183 10
6 184 63
6 194 99
6 98 78
6 210 76
6 215 57
6 217 46
6 226 54
6 229 22
6 107 3
6 238 49
6 111 8
6 254 100
6 255 79
7 134 15
7 65 14
7 137 77
7 270 88
7 276 13
7 277 100
7 32 23
7 163 40
7 37 43
7 168 48
7 175 58
7 177 44
7 53 91
7 55 5
7 56 95
7 63 44
7 193 32
7 70 97
7 204 85
7 217 15
7 228 31
7 119 64
7 249 94
7 149 41
8 11 98
8 258 68
8 278 87
8 23 77
8 152 8
8 155 95
8 29 42
8 290 48
8 36 92
8 40 8
8 172 53
8 60 31
8 74 5
8 85 94
8 92 66
8 93 65
8 95 67
8 102 9
8 238 60
8 241 42
8 126 0
8 120 53
8 125 43
8 254 20
9 130 23
9 132 77
9 135 61
9 12 84
9 18 94
9 147 22
9 151 6
9 283 79
9 29 46
9 162 16
9 169 54
9 47 64
9 50 21
9 179 87
9 53 69
9 57 26
9 58 89
9 189 82
9 192 88
9 200 8
9 204 67
9 78 15
9 210 77
9 100 47
9 231 18
9 232 47
9 233 79
9 82 80
9 238 76
9 112 37
9 245 22
9 249 17
10 128 58
10 141 5
10 14 95
10 19 6
10 20 2
10 30 8
10 288 60
10 164 22
10 37 71
10 176 59
10 180 40
10 181 39
