300 38000
0 1 13
0 2 18
0 3 90
0 4 47
0 5 94
0 6 13
0 9 34
0 10 37
0 11 94
0 12 64
0 13 39
0 15 83
0 16 23
0 17 20
0 18 78
0 20 69
0 21 35
0 22 27
0 23 52
0 24 69
0 26 98
0 27 40
0 28 84
0 29 82
0 30 7
0 31 7
0 32 60
0 33 0
0 34 23
0 35 78
0 37 96
0 38 39
0 39 97
0 40 37
0 41 76
0 42 64
0 43 85
0 44 54
0 45 88
0 46 71
0 47 61
0 48 63
0 49 69
0 50 7
0 52 14
0 53 99
0 54 40
0 55 33
0 56 67
0 57 3
0 58 80
0 60 72
0 61 65
0 62 1
0 63 27
0 64 95
0 66 84
0 67 57
0 68 95
0 69 85
0 70 41
0 71 4
0 72 90
0 73 52
0 74 4
0 75 85
0 78 40
0 80 55
0 81 77
0 82 10
0 83 67
0 84 65
0 85 81
0 86 0
0 87 95
0 88 22
0 89 4
0 90 17
0 91 42
0 92 98
0 94 22
0 95 48
0 96 9
0 97 9
0 98 97
0 99 73
0 100 13
0 101 71
0 102 84
0 103 57
0 104 2
0 105 84
0 106 50
0 107 8
0 108 83
0 109 35
0 110 100
0 112 72
0 113 54
0 114 29
0 116 74
0 117 17
0 118 65
0 119 44
0 120 8
0 121 11
0 122 69
0 123 77
0 124 99
0 125 5
0 126 47
0 127 68
0 128 27
0 130 11
0 131 53
0 132 92
0 133 40
0 134 75
0 135 74
0 136 72
0 137 89
0 138 26
0 139 75
0 140 20
0 141 22
0 143 25
0 144 81
0 145 49
0 146 2
0 147 45
0 148 30
0 149 24
0 150 7
0 151 80
0 152 53
0 153 37
0 154 71
0 155 60
0 156 72
0 157 11
0 158 50
0 159 26
0 160 14
0 161 40
0 162 52
0 163 9
0 164 89
0 165 12
0 168 11
0 169 44
0 170 92
0 171 65
0 172 98
0 173 49
0 175 61
0 176 31
0 177 92
0 178 20
0 179 14
0 180 41
0 181 75
0 182 54
0 183 50
0 184 23
0 185 78
0 186 44
0 187 91
0 188 8
0 189 32
0 190 47
0 191 0
0 192 2
0 193 18
0 194 59
0 195 66
0 196 90
0 197 88
0 198 63
0 199 72
0 200 46
0 201 13
0 202 60
0 203 94
0 204 64
0 205 90
0 208 60
0 209 2
0 210 29
0 211 96
0 212 10
0 213 60
0 214 32
0 216 14
0 217 60
0 218 8
0 219 11
0 220 77
0 221 54
0 223 1
0 224 34
0 225 26
0 226 79
0 227 96
0 229 17
0 230 25
0 232 46
0 233 70
0 235 28
0 236 79
0 237 85
0 238 9
0 239 44
0 241 88
0 242 35
0 243 7
0 244 2
0 245 81
0 246 88
0 247 68
0 248 32
0 249 36
0 250 23
0 252 98
0 253 47
0 254 9
0 255 39
0 256 63
0 257 27
0 258 57
0 262 2
0 263 71
0 264 43
0 266 16
