300 4000
0 263 7
0 13 51
0 146 94
0 239 9
0 284 65
0 160 7
0 162 12
0 283 4
0 36 76
0 38 44
0 50 36
0 180 50
0 183 93
0 34 87
0 215 99
0 217 13
0 94 2
0 102 33
0 110 55
0 111 45
0 112 22
0 241 95
0 243 41
0 118 52
1 130 84
1 135 52
1 271 21
1 151 47
1 282 37
1 155 67
1 284 10
1 167 99
1 173 36
1 51 59
1 54 37
1 58 83
1 192 97
1 196 79
1 71 15
1 202 75
1 79 86
1 89 60
1 227 49
1 39 50
1 114 46
1 244 21
1 248 78
1 254 43
2 260 78
2 6 9
2 141 42
2 271 41
2 161 21
2 290 89
2 163 25
2 295 86
2 296 36
2 178 48
2 51 72
2 181 36
2 183 28
2 57 54
2 187 23
2 61 52
2 197 20
2 13 4
2 84 46
2 185 89
2 216 99
2 217 78
2 92 56
2 96 97
2 102 20
2 233 55
2 108 24
2 252 49
3 129 76
3 150 85
3 263 9
3 10 4
3 278 17
3 25 44
3 281 25
3 31 63
3 163 96
3 39 79
3 40 84
3 299 53
3 179 93
3 59 2
3 194 56
3 68 16
3 204 58
3 76 88
3 207 50
3 120 93
3 216 63
3 98 12
3 227 76
3 100 47
3 231 31
3 108 86
3 109 85
3 116 2
3 248 15
4 133 40
4 144 94
4 150 11
4 151 83
4 27 86
4 30 94
4 288 1
4 37 100
4 294 28
4 297 0
4 171 15
4 114 65
4 188 57
4 62 3
4 194 74
4 97 78
4 210 66
4 85 13
4 91 100
4 95 18
4 272 62
4 228 6
4 242 45
4 116 60
4 123 6
5 256 56
5 263 70
5 8 29
5 9 93
5 266 81
5 194 36
5 15 64
5 145 23
5 274 37
5 27 94
5 28 23
5 29 80
5 159 66
5 283 84
5 166 52
5 295 50
5 40 45
5 48 28
5 55 33
5 185 20
5 189 84
5 66 45
5 195 63
5 71 75
5 205 97
5 79 100
5 210 92
5 93 41
5 222 10
5 227 69
5 102 97
5 232 51
5 106 67
5 109 98
5 110 37
5 104 1
5 116 8
5 248 89
5 250 97
5 124 75
6 128 62
6 262 66
6 135 35
6 264 74
6 9 27
6 13 66
6 275 17
6 288 39
6 42 66
6 299 68
6 44 7
6 176 0
6 177 8
6 54 42
6 184 34
6 57 74
6 186 60
6 189 35
6 70 61
6 76 86
6 204 39
6 205 35
6 78 4
6 79 56
6 83 40
6 84 61
6 185 8
6 90 68
6 95 78
6 97 88
6 105 87
6 106 58
6 235 75
6 109 17
6 211 42
6 246 99
6 234 92
7 160 99
7 97 24
7 162 14
7 67 63
7 261 31
7 226 56
7 258 56
7 43 96
7 173 72
7 143 48
7 229 94
7 50 62
7 274 99
7 105 17
7 224 61
7 25 9
7 90 70
7 93 81
7 158 64
7 31 31
8 259 3
8 260 49
8 133 60
8 262 52
8 136 32
8 266 72
8 13 75
8 272 84
8 274 8
8 275 55
8 154 69
8 34 91
8 36 96
8 41 14
8 42 7
8 43 74
8 47 69
8 190 21
8 68 89
8 74 65
8 75 56
8 77 33
8 141 45
8 219 17
8 222 57
8 235 18
8 236 59
8 110 44
8 111 34
8 241 16
8 116 35
8 120 38
8 123 53
9 129 89
9 134 4
9 172 100
9 268 23
9 144 46
9 276 66
9 25 6
9 24 69
9 153 19
9 156 47
9 157 55
9 133 38
9 44 81
9 174 47
9 48 39
9 50 25
9 53 51
9 190 82
9 72 100
9 62 1
9 225 27
9 103 54
9 240 18
9 242 11
9 245 7
10 267 66
10 13 51
10 279 80
10 285 88
10 289 17
10 39 56
10 297 46
10 43 16
10 45 63
10 46 59
10 157 89
10 57 37
10 195 28
10 75 89
10 205 98
10 84 71
10 218 36
10 220 86
10 226 65
10 99 100
10 100 62
10 102 77
10 230 39
10 231 97
10 167 88
10 240 32
10 113 25
10 123 7
10 254 32
10 255 21
11 258 1
11 134 20
11 266 69
11 20 74
11 149 11
11 150 71
11 155 3
11 287 47
11 161 89
11 295 0
11 168 3
11 169 58
11 43 9
11 180 65
11 186 35
11 190 15
11 197 75
11 202 33
11 82 48
11 222 92
11 95 24
11 234 53
11 239 43
11 241 1
11 247 21
11 276 92
12 128 65
12 129 19
12 259 13
12 132 24
12 270 22
12 147 77
12 276 77
12 281 8
12 27 97
12 292 49
12 165 61
12 167 55
12 298 37
12 181 98
12 184 65
12 60 2
12 191 86
12 195 18
12 71 54
12 201 13
12 76 90
12 212 85
12 14 31
12 97 50
12 229 96
12 231 6
12 242 18
12 275 34
12 117 4
12 84 91
12 253 44
13 131 7
13 134 40
13 130 20
13 142 8
13 144 39
13 148 99
13 152 1
13 26 12
13 158 90
13 197 49
13 34 38
13 292 22
13 41 71
13 53 45
13 183 67
13 188 42
13 192 2
13 69 100
13 198 22
13 71 98
13 87 99
13 217 55
13 218 99
13 93 71
13 97 94
13 104 16
13 238 57
13 242 65
13 124 82
14 112 41
14 35 99
14 260 59
14 246 11
14 38 98
14 289 27
14 124 23
14 174 84
14 175 27
14 272 72
14 49 68
14 286 29
14 85 22
14 86 82
14 153 80
14 92 5
14 254 96
14 223 62
15 269 59
15 143 32
15 145 29
15 147 49
15 148 61
15 154 67
15 27 10
15 286 57
15 287 56
15 160 11
15 163 9
15 293 5
15 41 84
15 176 94
15 182 97
15 57 3
15 223 61
15 75 26
15 202 97
15 203 94
15 213 18
15 86 66
15 216 98
15 217 53
15 91 71
15 101 54
