300 4000
0 128 32
0 258 100
0 260 63
0 263 20
0 272 9
0 275 18
0 276 58
0 278 22
0 132 50
0 160 99
0 289 57
0 36 94
0 166 44
0 176 24
0 54 92
0 60 63
0 61 75
0 197 0
0 72 97
0 207 2
0 80 96
0 86 91
0 215 83
0 16 42
0 228 56
0 231 29
0 105 85
0 103 58
0 110 56
0 241 60
0 244 76
0 123 24
1 129 77
1 130 29
1 264 53
1 265 42
1 17 96
1 18 54
1 147 1
1 22 88
1 31 65
1 33 95
1 293 0
1 171 86
1 47 94
1 180 36
1 57 36
1 188 54
1 67 44
1 69 69
1 70 50
1 209 3
1 85 87
1 215 13
1 219 81
1 223 18
1 98 58
1 113 80
1 243 72
1 116 66
1 126 33
1 251 92
1 254 75
2 133 19
2 6 95
2 263 61
2 272 27
2 145 9
2 275 68
2 26 22
2 284 44
2 154 2
2 287 48
2 161 60
2 164 53
2 165 83
2 294 92
2 41 98
2 42 27
2 28 78
2 188 53
2 190 22
2 70 73
2 202 30
2 204 38
2 206 15
2 207 9
2 93 41
2 222 73
2 99 52
2 106 76
2 237 0
2 240 5
2 248 31
3 32 53
3 161 100
3 66 31
3 166 75
3 135 92
3 263 54
3 205 0
3 238 38
3 239 48
3 80 89
3 19 77
3 84 1
3 54 17
3 184 72
3 281 9
3 154 0
3 27 85
3 93 95
3 31 35
4 259 44
4 6 73
4 267 70
4 272 61
4 273 19
4 283 33
4 290 61
4 262 16
4 39 93
4 297 67
4 174 30
4 56 48
4 57 89
4 195 24
4 71 57
4 212 50
4 121 92
4 220 55
4 96 25
4 242 66
4 249 57
4 124 17
4 127 97
5 289 93
5 99 9
5 265 31
5 74 69
5 107 41
5 110 92
5 79 18
5 16 50
5 252 52
5 55 82
5 46 33
5 183 41
5 202 51
5 89 71
5 218 95
5 127 24
5 188 18
5 106 89
5 190 50
5 21 18
6 19 96
6 33 71
6 155 98
6 38 93
6 243 11
6 200 36
6 31 32
6 258 70
6 130 62
6 83 81
6 23 84
6 121 45
6 186 77
6 219 41
6 157 37
6 158 2
6 127 30
7 192 66
7 160 80
7 251 79
7 68 40
7 244 0
7 166 82
7 289 82
7 264 53
7 265 13
7 141 80
7 245 10
7 180 6
7 117 46
7 22 85
7 23 13
7 152 15
7 25 34
7 91 11
7 284 71
7 137 14
7 149 29
8 132 29
8 269 8
8 270 42
8 271 99
8 272 28
8 277 68
8 156 53
8 33 27
8 292 5
8 293 87
8 41 97
8 44 81
8 49 34
8 51 47
8 184 12
8 58 0
8 192 83
8 193 8
8 66 11
8 198 71
8 203 22
8 85 3
8 217 49
8 218 2
8 91 90
8 220 97
8 225 43
8 99 39
8 100 9
8 230 44
8 242 17
