300 4000
0 1 31
0 179 14
0 6 79
0 136 88
0 266 75
0 146 26
0 24 30
0 288 93
0 37 80
0 295 23
0 297 81
0 172 38
0 173 79
0 176 10
0 51 63
0 181 13
0 54 33
0 184 78
0 190 81
0 192 71
0 196 69
0 71 17
0 72 90
0 82 58
0 86 48
0 216 55
0 89 74
0 99 49
0 167 100
0 113 22
0 118 88
0 125 93
1 131 23
1 134 53
1 267 12
1 146 8
1 279 52
1 280 73
1 281 13
1 159 62
1 46 53
1 179 5
1 187 12
1 62 12
1 71 14
1 72 61
1 201 14
1 94 72
1 95 48
1 226 12
1 99 12
1 230 84
1 241 91
1 244 100
1 249 21
1 251 40
1 125 48
1 126 21
2 299 60
2 265 74
2 147 42
2 278 7
2 33 91
2 37 32
2 38 25
2 171 35
2 50 69
2 137 37
2 60 21
2 61 57
2 63 19
2 193 1
2 194 31
2 200 81
2 80 95
2 233 66
2 92 33
2 293 36
2 228 90
2 102 95
2 252 1
2 241 17
2 247 68
2 249 4
2 124 90
2 253 80
3 256 19
3 290 55
3 100 50
3 103 71
3 264 34
3 196 22
3 76 55
3 13 53
3 14 38
3 15 20
3 176 72
3 209 10
3 19 99
3 116 73
3 110 79
3 217 52
3 26 76
3 283 43
3 93 77
3 159 0
4 258 49
4 7 9
4 11 5
4 15 51
4 16 98
4 273 84
4 155 65
4 287 53
4 36 94
4 180 26
4 181 85
4 55 76
4 193 38
4 195 40
4 196 37
4 78 79
4 214 43
4 220 27
4 233 64
4 234 9
4 107 88
4 237 90
4 111 72
4 244 83
5 129 2
5 278 55
5 13 74
5 16 39
5 18 40
5 22 89
5 161 86
5 290 93
5 168 82
5 298 78
5 61 35
5 191 91
5 195 45
5 200 85
5 73 25
5 215 16
5 217 21
5 220 63
5 222 70
5 96 58
5 98 67
5 100 42
5 229 12
5 232 29
5 244 22
5 245 54
6 132 81
6 17 64
6 276 100
6 21 67
6 154 54
6 30 33
6 287 61
6 164 37
6 39 62
6 299 6
6 66 28
6 196 2
6 77 37
6 78 52
6 79 93
6 84 72
6 86 37
6 219 84
6 93 26
6 96 74
6 110 19
6 246 80
6 212 35
6 122 95
6 125 13
7 149 0
7 129 76
7 226 23
7 267 49
7 81 99
7 139 94
7 18 90
7 17 34
7 82 76
7 131 85
7 180 5
7 113 20
7 89 22
7 289 95
7 292 74
7 122 59
7 155 26
7 36 98
7 94 19
7 191 34
8 258 39
8 9 100
8 269 61
8 14 95
8 15 69
8 88 51
8 18 24
8 276 46
8 24 74
8 25 90
8 26 13
8 29 49
8 164 95
8 173 22
8 157 58
8 55 24
8 61 39
8 203 79
8 205 50
8 141 44
8 81 84
8 211 8
8 216 60
8 89 42
8 219 18
8 97 85
8 98 7
8 228 76
8 229 50
8 230 30
8 110 48
8 115 93
8 245 23
8 247 97
8 248 54
8 255 32
9 130 9
9 269 1
9 16 14
9 145 28
9 274 29
9 275 49
9 153 43
9 285 2
9 288 85
9 297 98
9 45 52
9 47 83
9 182 24
9 186 72
9 60 66
9 65 89
9 66 64
9 54 20
9 204 30
9 216 87
9 217 55
9 90 90
9 29 14
9 223 80
9 108 25
10 272 38
10 162 23
10 66 10
10 169 28
10 279 24
10 78 36
10 151 48
10 142 26
10 47 86
10 92 21
10 145 42
10 274 77
10 276 16
10 85 43
10 183 61
10 56 32
10 57 29
10 44 46
10 156 12
10 248 64
10 63 27
11 256 21
11 130 48
11 266 10
11 267 56
11 12 50
11 148 93
11 23 14
11 287 61
11 160 58
11 290 83
11 167 9
11 40 10
11 58 35
11 151 19
11 191 77
11 77 71
11 207 59
11 91 0
11 186 4
11 105 75
11 235 40
11 111 6
11 245 53
11 118 30
11 233 36
11 125 51
11 126 30
12 137 10
12 149 35
12 156 69
12 285 50
12 30 68
12 31 17
12 34 69
12 163 95
12 293 75
12 166 74
12 41 75
12 189 20
12 203 22
12 78 30
12 208 38
12 210 10
12 84 49
12 88 30
12 92 55
12 229 3
12 243 67
12 121 22
12 277 40
13 32 79
13 97 56
13 98 49
13 15 63
13 204 8
13 76 61
13 109 71
13 175 47
13 112 59
13 56 43
13 163 48
13 20 59
13 268 57
13 233 58
13 24 91
13 207 99
13 221 54
13 62 75
13 197 83
14 261 36
14 263 20
14 23 38
14 151 14
14 154 42
14 28 39
14 158 72
14 36 29
14 37 61
14 166 26
14 40 79
14 184 45
14 63 37
14 76 62
14 79 63
14 86 56
14 215 11
14 219 13
14 97 49
14 121 31
14 251 27
14 255 46
15 257 53
15 142 100
15 273 37
15 20 53
15 157 99
15 159 88
15 160 6
15 50 27
15 51 53
15 287 25
15 62 85
15 246 54
15 199 31
15 200 46
15 78 46
15 215 71
15 228 33
15 230 42
15 105 19
15 113 57
15 244 83
15 118 8
15 254 42
15 255 90
16 263 24
16 266 17
16 17 21
16 19 44
16 150 72
16 279 84
16 25 35
16 288 50
16 161 11
16 162 17
16 296 25
16 224 17
16 203 98
16 75 76
16 81 41
16 83 0
16 214 24
16 87 21
16 92 87
16 96 47
16 228 60
16 111 75
16 113 55
16 242 40
16 246 45
16 120 87
16 253 68
17 265 50
17 139 26
17 143 37
17 18 45
17 19 67
17 23 19
17 283 84
17 290 88
17 274 7
17 224 48
17 197 95
17 95 5
17 96 22
17 272 94
17 99 26
17 100 48
17 237 24
17 112 70
17 241 65
17 247 69
17 248 37
18 257 46
18 266 55
18 269 74
18 277 36
18 286 0
18 168 100
18 42 36
18 48 29
18 264 68
18 51 72
18 56 7
18 58 66
18 204 94
18 216 13
18 90 54
18 186 1
18 223 30
18 229 25
18 234 13
18 112 17
18 115 99
18 245 3
19 138 68
19 139 30
19 276 1
19 238 5
19 284 52
19 285 49
19 287 92
19 163 81
19 292 100
19 39 60
19 169 29
19 299 97
19 180 59
19 54 5
19 159 5
19 188 7
19 203 54
19 205 88
19 79 52
19 89 19
19 223 44
19 224 37
19 97 82
19 99 72
19 145 92
19 272 76
19 112 32
19 243 66
19 255 22
20 142 50
20 274 4
20 280 52
20 283 33
20 156 81
20 287 69
20 288 95
20 164 5
20 168 74
20 176 65
20 49 8
20 50 74
20 57 2
20 65 81
20 195 67
20 246 50
20 199 0
20 205 65
20 206 99
20 89 87
20 221 92
20 109 89
20 244 22
20 118 54
20 124 18
20 253 96
20 254 39
21 128 99
21 259 76
21 150 43
21 272 68
21 275 97
21 22 86
21 56 16
21 27 74
21 30 80
21 283 68
21 165 4
21 38 21
21 298 89
21 43 3
21 50 49
21 53 51
21 183 66
21 184 87
21 189 64
21 192 54
21 196 100
21 70 48
21 199 92
21 78 84
21 81 73
21 84 75
21 87 8
21 216 60
21 90 60
21 219 63
21 236 11
21 110 64
21 113 5
21 120 83
21 249 30
22 131 74
22 136 89
22 271 1
22 274 49
22 30 94
22 159 17
22 41 10
22 171 78
22 174 92
22 49 98
22 115 27
22 72 22
22 205 47
22 78 90
22 207 21
22 208 83
22 86 89
22 92 35
22 223 36
22 105 56
22 243 41
22 244 32
22 121 54
23 256 64
23 129 3
23 131 80
23 133 39
23 136 98
23 148 23
23 278 96
23 294 85
23 50 84
23 46 51
23 178 31
23 181 32
23 62 86
23 198 42
23 77 45
23 215 86
23 88 49
23 93 53
23 223 57
23 97 47
23 106 30
23 119 11
23 121 60
23 253 28
24 256 5
24 258 17
24 107 24
24 100 66
24 135 100
24 171 79
24 268 51
24 46 65
24 120 32
24 82 48
24 276 9
24 54 7
24 88 98
24 164 85
24 255 81
25 132 39
25 278 8
25 286 70
25 298 35
25 173 67
25 174 65
25 264 3
25 178 41
25 55 85
25 66 25
25 70 82
25 202 71
25 79 45
25 82 19
25 213 80
25 86 11
25 218 39
25 229 99
25 250 57
25 123 4
25 252 20
26 160 36
26 162 12
26 69 52
26 236 21
26 106 52
26 299 99
26 108 6
26 142 7
26 80 28
26 177 60
26 275 5
26 149 8
26 219 62
26 41 29
26 89 20
26 27 80
26 252 26
27 261 77
27 263 41
27 137 51
27 145 58
27 147 20
27 278 19
27 29 82
27 293 71
27 166 91
27 297 31
27 175 0
27 72 87
27 73 35
27 209 30
27 88 100
27 217 25
27 218 8
27 165 87
27 228 98
27 229 20
27 116 4
27 254 91
27 119 43
27 120 100
27 251 90
27 126 65
28 258 93
28 278 53
28 284 78
28 39 35
28 171 53
28 173 95
28 175 64
28 184 54
28 57 90
28 193 84
28 71 71
28 205 37
28 206 77
28 207 80
28 212 37
28 86 3
28 220 94
28 99 23
28 229 28
28 112 12
28 125 89
29 130 53
29 141 75
29 275 1
29 148 56
29 156 49
29 286 61
29 34 90
29 40 52
29 169 76
29 46 88
29 47 95
29 189 36
29 72 79
29 76 2
29 98 3
29 208 35
29 86 81
29 220 1
29 229 6
29 226 67
29 101 11
29 105 71
29 111 28
29 114 7
30 264 26
30 272 51
30 162 49
30 39 93
30 299 15
30 176 77
30 54 54
30 55 50
30 192 10
30 75 0
30 80 8
30 81 4
30 212 5
30 213 98
30 91 60
30 97 26
30 104 72
30 208 3
30 240 2
30 123 68
30 126 70
30 127 66
31 195 9
31 278 17
31 294 88
31 135 45
31 60 48
31 295 25
31 43 73
31 240 7
31 88 40
31 163 71
31 158 5
31 73 21
31 119 8
31 120 41
31 201 74
31 155 14
31 252 27
31 62 45
32 194 33
32 203 51
32 292 100
32 197 80
32 38 46
32 39 73
32 200 96
32 137 25
32 139 90
32 236 1
32 270 35
32 176 17
32 49 79
32 146 54
32 294 57
32 36 43
32 90 93
32 159 48
32 284 52
32 127 51
33 132 75
33 133 38
33 135 94
33 282 8
33 161 73
33 298 23
33 299 79
33 176 99
33 50 11
33 181 74
33 55 20
33 58 90
33 187 63
33 190 73
33 67 69
33 197 33
33 84 6
33 93 48
33 94 32
33 246 14
33 123 1
33 232 98
33 114 54
33 118 92
33 251 100
34 287 57
34 167 12
34 173 51
34 47 2
34 177 63
34 202 25
34 74 25
34 76 35
34 208 9
34 211 31
34 216 100
34 90 35
34 97 60
34 227 85
34 102 58
34 103 35
34 106 37
34 295 44
34 110 26
34 121 61
35 261 54
35 134 28
35 266 91
35 271 90
35 272 59
35 151 88
35 161 60
35 294 69
35 40 96
35 42 34
35 179 23
35 190 78
35 70 74
35 202 74
35 207 61
35 208 31
35 84 33
35 223 29
35 96 77
35 230 56
35 103 20
35 233 63
35 239 7
35 112 15
36 257 25
36 265 83
36 141 18
36 279 36
36 155 75
36 158 97
36 240 15
36 37 90
36 39 52
36 170 54
36 176 97
36 48 5
36 115 82
36 62 79
36 160 38
36 71 93
36 81 31
36 211 52
