300 38000
0 2 41
0 3 28
0 4 86
0 5 63
0 7 84
0 8 57
0 9 90
0 12 31
0 13 72
0 14 17
0 15 7
0 16 7
0 17 83
0 18 98
0 19 48
0 20 26
0 21 36
0 23 94
0 25 65
0 26 47
0 27 15
0 28 76
0 29 98
0 30 41
0 31 15
0 32 56
0 33 25
0 34 85
0 35 29
0 36 42
0 37 76
0 38 16
0 39 12
0 40 98
0 41 100
0 42 4
0 43 75
0 45 97
0 46 40
0 47 83
0 48 52
0 49 24
0 50 98
0 51 82
0 52 38
0 53 81
0 54 21
0 55 96
0 56 79
0 57 80
0 58 57
0 59 58
0 60 27
0 61 19
0 62 15
0 63 54
0 64 2
0 66 83
0 67 43
0 68 66
0 69 98
0 70 60
0 71 59
0 72 83
0 73 55
0 75 54
0 76 13
0 77 18
0 78 87
0 79 1
0 80 67
0 82 87
0 84 39
0 85 22
0 86 78
0 87 28
0 88 8
0 89 87
0 90 21
0 92 10
0 93 74
0 94 9
0 95 51
0 96 65
0 97 60
0 98 28
0 99 53
0 100 28
0 101 10
0 102 8
0 103 0
0 104 93
0 105 96
0 106 42
0 107 94
0 108 68
0 110 43
0 111 10
0 112 61
0 113 36
0 114 20
0 117 33
0 118 66
0 119 74
0 120 12
0 121 76
0 122 39
0 123 29
0 124 26
0 125 89
0 126 70
0 127 30
0 128 13
0 129 2
0 130 40
0 131 22
0 132 10
0 133 88
0 134 93
0 135 98
0 136 55
0 138 93
0 139 79
0 140 90
0 142 11
0 143 4
0 144 31
0 145 6
0 146 65
0 147 58
0 148 83
0 149 99
0 150 17
0 151 27
0 152 3
0 153 0
0 154 64
0 155 78
0 156 81
0 157 83
0 158 99
0 159 63
0 160 71
0 161 79
0 162 13
0 163 60
0 164 45
0 165 49
0 166 50
0 167 23
0 168 91
0 169 77
0 170 31
0 172 82
0 173 76
0 174 21
0 175 29
0 176 15
0 177 42
0 178 89
0 179 51
0 181 60
0 182 77
0 183 45
0 184 53
0 185 56
0 186 19
0 187 77
0 188 77
0 189 67
