300 4000
0 256 24
0 3 58
0 7 97
0 136 41
0 265 35
0 273 57
0 21 68
0 150 74
0 284 52
0 157 28
0 35 18
0 177 66
0 186 50
0 188 49
0 62 44
0 192 49
0 65 51
0 74 46
0 78 39
0 101 56
0 107 45
0 123 49
1 260 97
1 6 22
1 135 86
1 9 26
1 140 73
1 142 82
1 147 63
1 152 81
1 155 99
1 287 66
1 288 94
1 290 82
1 172 71
1 179 72
1 182 87
1 201 38
1 186 61
1 31 36
1 63 44
1 70 18
1 73 67
1 76 82
1 205 20
1 212 2
1 220 75
1 225 84
1 232 23
1 249 97
1 124 64
2 117 37
2 131 3
2 293 58
2 230 12
2 135 13
2 104 96
2 268 34
2 11 89
2 236 76
2 141 20
2 12 23
2 143 76
2 269 21
2 171 100
2 201 27
2 250 8
2 26 92
2 127 9
2 265 47
2 167 36
2 53 6
3 128 58
3 132 8
3 262 82
3 267 39
3 269 41
3 17 22
3 195 36
3 282 53
3 51 67
3 157 51
3 159 9
3 162 59
3 291 86
3 166 61
3 168 2
3 41 74
3 172 81
3 178 13
3 179 36
3 189 72
3 63 51
3 139 51
3 97 69
3 79 0
3 82 13
3 225 49
3 99 87
3 231 33
3 235 74
3 237 43
3 238 41
3 239 92
3 19 70
3 122 63
4 128 48
4 129 38
4 8 24
4 147 54
4 151 29
4 28 11
4 285 89
4 159 94
4 288 89
4 162 96
4 293 19
4 166 32
4 172 31
4 174 79
4 50 18
4 51 4
4 53 61
4 192 88
4 193 18
4 69 86
4 79 68
4 211 17
4 85 68
4 88 56
4 90 81
4 96 88
4 97 100
4 235 64
4 19 85
4 118 99
4 247 2
4 121 58
4 252 100
5 264 7
5 16 22
5 35 32
5 296 25
5 297 44
5 174 82
5 180 64
5 54 68
5 63 91
5 194 74
5 201 67
5 75 40
5 204 77
5 214 39
5 89 48
5 91 71
5 92 29
5 272 29
5 230 49
5 105 89
5 234 76
5 107 34
5 238 18
5 120 21
6 130 63
6 9 63
6 10 35
6 139 71
6 269 12
6 149 30
6 23 22
6 33 20
6 162 23
6 291 5
6 113 71
6 170 56
6 172 37
6 46 5
6 179 86
6 53 93
6 182 66
6 191 41
6 181 22
6 196 26
6 69 5
6 75 84
6 290 59
6 86 79
6 91 68
6 95 11
6 96 92
6 101 53
6 104 7
6 234 14
6 111 73
6 240 50
6 241 66
6 249 12
7 19 42
7 259 30
7 100 81
7 293 7
7 167 7
7 8 30
7 220 56
7 11 4
7 80 24
7 49 5
7 210 29
7 163 83
7 84 88
7 190 82
7 215 7
7 284 13
7 253 100
7 158 47
7 231 36
8 266 67
8 273 40
8 146 69
8 151 16
8 154 50
8 27 16
8 284 66
8 32 65
8 162 55
8 167 36
8 40 1
8 173 100
8 50 53
8 53 3
8 62 62
8 64 72
8 160 55
8 200 34
8 78 96
8 211 30
8 215 91
8 90 27
8 98 12
8 235 52
8 239 40
8 242 21
8 83 27
8 247 87
9 266 82
9 11 63
9 151 42
9 280 37
9 286 87
9 31 81
9 290 91
9 163 74
9 293 13
9 38 93
9 39 98
9 40 31
9 41 67
9 43 41
9 46 34
9 182 31
9 185 65
9 10 95
9 191 5
9 66 57
9 67 16
9 74 50
9 204 56
9 208 43
9 83 78
9 217 24
9 91 66
9 220 93
9 106 51
9 235 24
9 113 46
9 246 30
9 121 24
10 133 49
10 270 11
10 88 81
10 275 16
10 151 10
10 25 44
10 291 20
10 292 44
10 37 24
10 295 60
10 298 10
10 48 82
10 177 69
10 54 75
10 223 20
10 194 81
10 197 26
10 200 47
10 76 22
10 81 93
10 216 72
10 219 61
10 222 63
10 95 73
10 106 22
10 116 26
10 122 21
11 128 17
11 268 64
11 13 97
11 147 73
11 281 60
11 283 60
11 158 42
11 32 6
11 219 33
11 293 28
11 173 0
11 66 30
11 12 26
11 84 57
11 91 67
11 226 15
11 230 30
11 104 33
11 109 59
11 251 39
12 256 83
12 132 100
12 134 56
12 135 43
12 14 60
12 19 31
12 150 65
12 28 85
12 161 57
12 162 55
12 294 76
12 171 72
12 47 66
12 176 27
12 50 0
12 180 25
12 58 83
12 59 63
12 64 26
12 66 89
12 204 55
12 215 66
12 222 38
12 166 24
12 234 37
12 110 45
12 239 74
13 129 16
13 258 41
13 265 33
13 138 7
13 273 87
13 25 31
13 157 50
13 160 48
13 162 62
13 37 26
13 299 31
13 173 38
13 47 24
13 178 50
13 183 35
13 185 29
13 64 61
13 196 22
13 69 4
13 82 47
13 93 1
13 100 27
13 104 67
13 112 62
13 115 7
13 252 39
14 128 33
14 131 69
14 263 47
14 137 60
14 267 78
14 26 81
14 28 66
14 34 15
14 167 35
14 296 28
14 169 6
14 47 62
14 180 56
14 183 43
14 185 78
14 58 54
14 190 89
14 191 0
14 65 74
14 200 29
14 209 11
14 211 16
14 93 7
14 95 70
14 112 97
14 113 29
14 126 66
14 119 7
14 249 70
14 253 21
14 254 87
15 129 38
15 130 9
15 259 87
15 132 9
15 261 1
15 263 80
15 264 99
15 267 94
15 145 83
15 110 26
15 281 43
15 289 89
15 44 89
15 45 67
15 46 100
15 47 80
15 180 9
15 187 91
15 61 94
15 193 4
15 97 52
15 77 51
15 208 40
15 210 55
15 217 75
15 91 32
15 225 63
15 101 15
15 232 95
15 105 28
15 109 46
15 238 3
15 241 69
15 254 18
15 119 58
15 126 78
16 164 18
16 68 71
16 187 48
16 171 80
16 268 81
16 238 49
16 175 50
16 81 85
16 115 7
16 196 47
16 260 50
16 255 59
16 92 6
16 253 33
16 190 64
16 31 14
17 128 78
17 130 18
17 265 17
17 87 41
17 147 46
17 283 81
17 287 1
17 32 79
17 33 78
17 35 54
17 169 56
17 42 37
17 49 26
17 186 11
17 65 4
17 79 11
17 83 5
17 215 52
17 109 59
17 240 68
17 121 57
17 127 97
18 134 30
18 264 56
18 269 45
18 273 80
18 20 83
18 285 50
18 286 87
18 287 95
18 163 48
18 165 0
18 48 42
18 177 2
18 115 40
18 56 61
18 202 100
18 62 37
18 68 24
18 74 55
18 35 23
18 213 95
18 86 58
18 88 94
18 90 58
18 110 56
18 243 67
18 245 25
18 123 20
18 127 56
19 128 92
19 64 6
19 131 74
19 136 26
19 148 1
19 260 64
19 282 30
19 158 36
19 171 56
19 47 14
19 183 7
19 188 0
19 192 57
19 249 7
19 221 83
19 97 20
19 113 69
19 242 11
19 244 85
19 119 77
19 121 98
20 261 71
20 135 80
20 143 51
20 272 59
20 151 61
20 155 18
20 157 32
20 133 89
20 32 80
20 33 61
20 47 85
20 53 30
20 196 38
20 71 83
20 72 92
20 81 76
20 210 45
20 214 59
20 90 16
20 91 24
20 99 82
20 109 28
20 238 72
20 243 37
20 116 69
20 118 46
20 119 31
21 256 52
21 37 31
21 262 65
21 264 66
21 172 69
21 106 55
21 203 26
21 236 45
21 205 17
21 175 87
21 240 42
21 274 69
21 275 98
21 214 92
21 24 65
21 155 26
21 60 31
22 257 44
22 226 27
22 187 79
22 119 29
22 133 83
22 38 31
22 142 18
22 200 73
22 297 21
22 43 69
22 46 54
22 125 50
22 104 24
22 107 13
22 85 66
22 23 84
22 152 51
22 123 54
22 211 94
22 285 5
22 159 24
23 100 75
23 164 97
23 260 9
23 165 20
23 106 66
23 55 67
23 269 68
23 174 39
23 111 45
23 80 26
23 88 11
23 116 8
23 151 46
23 120 59
23 89 98
23 56 66
23 59 54
23 189 5
24 135 15
24 267 8
24 152 95
24 149 88
24 280 56
24 33 22
24 164 94
24 38 27
24 177 32
24 180 63
24 183 69
24 188 85
24 189 76
24 197 62
24 88 61
24 94 79
24 225 8
24 231 60
24 60 55
24 236 16
24 109 97
24 118 83
25 261 93
25 237 43
25 278 86
25 153 39
25 86 68
25 29 93
25 35 81
25 176 93
25 177 7
25 55 48
25 56 68
25 191 12
25 193 45
25 70 63
25 202 40
25 77 55
25 212 26
25 213 2
25 214 52
25 89 38
25 93 93
25 94 85
25 95 66
25 224 5
25 102 93
25 106 40
25 107 23
25 109 96
25 248 53
25 254 79
25 127 47
26 161 54
26 227 2
26 296 8
26 41 68
26 106 29
26 174 94
26 241 17
26 248 82
26 84 37
26 190 56
26 215 82
26 280 57
26 234 12
26 284 90
26 170 77
26 158 80
26 245 89
27 257 94
27 131 4
27 138 56
27 140 75
27 142 5
27 147 89
27 276 86
27 278 49
27 279 19
27 156 54
27 34 47
27 170 62
27 52 58
27 63 66
27 65 42
27 196 15
27 75 53
27 207 73
27 83 27
27 86 33
27 220 74
27 93 9
27 95 66
27 98 51
27 230 87
27 110 54
27 126 24
28 270 57
28 276 85
28 279 26
28 284 3
28 285 19
28 287 17
28 288 95
28 161 17
28 173 80
28 46 40
28 60 82
28 69 35
28 33 1
28 200 69
28 74 86
28 203 25
28 77 65
28 206 54
28 79 52
28 214 56
28 216 19
28 229 73
28 104 43
28 107 14
28 111 62
28 241 14
28 250 68
28 126 72
29 251 6
29 134 63
29 232 84
29 299 65
29 236 69
29 191 6
29 142 68
29 271 46
29 177 40
29 179 9
29 212 96
29 85 12
29 247 3
29 88 65
29 282 67
29 207 24
29 92 58
29 157 92
29 159 34
30 278 82
30 263 37
30 138 69
30 145 62
30 150 21
30 287 43
30 292 21
30 177 27
30 296 100
30 42 66
30 49 38
30 180 7
30 54 31
30 59 71
30 192 64
30 198 37
30 199 16
30 75 80
30 82 95
30 83 95
30 218 2
30 104 51
30 105 70
30 107 5
30 111 42
30 241 66
30 248 51
30 298 4
31 261 68
31 257 80
31 139 69
31 268 6
31 137 70
31 282 40
31 159 74
31 133 0
31 163 3
31 166 92
31 177 12
31 40 83
31 174 72
31 49 65
31 183 85
31 75 54
31 83 87
31 85 50
31 88 27
31 223 6
31 97 100
31 100 24
31 236 56
31 239 38
31 113 39
31 242 18
31 115 37
31 119 97
31 253 47
31 255 90
32 258 0
32 171 89
32 268 23
32 146 23
32 275 67
32 151 85
32 152 23
32 158 24
32 290 77
32 163 59
32 164 98
32 293 25
32 41 90
32 299 67
32 178 88
32 51 5
32 189 29
32 194 46
32 200 38
32 75 37
32 81 47
32 219 27
32 222 47
32 97 2
32 98 96
32 105 61
32 106 78
32 237 95
32 114 1
32 115 31
32 126 2
33 266 53
33 141 99
33 158 70
33 38 28
33 296 11
33 169 37
33 45 51
33 47 16
33 187 48
33 65 69
33 194 25
33 85 90
33 94 99
33 96 40
33 229 56
33 107 23
33 108 82
33 240 32
33 114 47
33 115 33
33 252 12
34 261 2
34 263 19
34 136 82
34 265 10
34 267 39
34 140 81
34 141 51
34 149 77
34 152 33
34 153 16
34 162 97
34 165 55
34 296 32
34 297 45
34 299 17
34 45 37
34 72 61
34 179 66
34 57 52
34 191 57
34 200 46
34 84 63
34 214 38
34 224 55
34 226 59
34 105 91
34 112 20
34 123 68
34 125 16
35 238 18
35 284 59
35 157 93
35 290 25
35 163 43
35 164 59
35 168 74
35 171 42
35 173 65
35 66 81
35 70 88
35 81 68
35 85 89
35 216 99
35 100 3
35 230 4
35 234 43
35 110 13
35 243 22
35 244 55
35 245 33
35 247 23
36 262 35
36 144 20
36 278 32
36 40 68
36 176 54
36 52 50
36 181 40
36 54 53
36 55 53
36 61 13
36 199 94
36 75 0
36 76 50
36 82 62
36 212 4
36 86 66
36 91 9
36 227 39
36 102 81
36 103 16
36 252 33
36 234 21
36 231 91
36 239 17
36 241 97
36 115 45
36 120 88
36 251 28
36 124 59
36 126 87
