300 4000
0 35 64
0 226 99
0 186 38
0 244 60
0 209 44
0 80 73
0 268 8
0 299 84
0 44 58
0 98 1
0 240 13
0 177 57
0 243 0
0 52 50
0 56 66
0 121 72
0 184 46
0 276 62
0 218 6
0 250 61
0 30 3
1 138 75
1 267 81
1 141 41
1 14 27
1 16 17
1 18 9
1 291 66
1 42 66
1 71 10
1 186 86
1 59 68
1 188 95
1 266 75
1 199 99
1 200 60
1 74 56
1 77 37
1 82 65
1 83 36
1 89 65
1 90 22
1 99 20
1 102 25
1 112 100
1 126 68
1 254 12
2 256 5
2 265 79
2 267 67
2 142 77
2 146 65
2 278 9
2 152 96
2 26 93
2 47 46
2 156 88
2 32 66
2 161 2
2 295 56
2 41 43
2 175 11
2 177 68
2 56 20
2 64 30
2 11 100
2 196 87
2 79 6
2 208 97
2 81 27
2 88 15
2 96 54
2 232 32
2 111 99
2 249 49
2 127 79
3 258 26
3 267 39
3 271 25
3 17 88
3 280 92
3 281 24
3 27 30
3 286 36
3 32 39
3 290 10
3 38 70
3 53 57
3 59 41
3 65 88
3 68 72
3 80 14
3 210 11
3 213 53
3 216 65
3 229 4
3 97 46
3 101 28
3 241 30
3 115 94
3 118 82
4 132 89
4 10 86
4 142 58
4 272 69
4 274 19
4 19 60
4 276 97
4 27 91
4 28 33
4 286 49
4 289 20
4 42 87
4 186 49
4 187 99
4 63 48
4 67 33
4 196 6
4 75 32
4 78 24
4 209 97
4 85 17
4 218 45
4 223 41
4 110 6
4 120 16
4 148 2
4 126 14
4 127 15
5 128 54
5 64 74
5 132 89
5 229 97
5 39 7
5 264 41
5 105 5
5 10 90
5 288 15
5 14 27
5 47 53
5 112 37
5 273 85
5 29 20
5 20 84
5 23 73
5 216 59
5 185 7
5 217 90
5 155 25
5 202 85
6 14 78
6 216 28
6 277 81
6 155 82
6 29 25
6 159 47
6 288 48
6 33 29
6 290 68
6 292 74
6 176 57
6 177 74
6 181 35
6 187 22
6 61 62
6 66 34
6 71 46
6 75 15
6 78 2
6 79 35
6 84 78
6 206 52
6 88 33
6 223 32
6 97 11
6 233 86
6 240 64
6 119 90
6 124 64
6 255 81
7 129 6
7 130 22
7 260 49
7 8 36
7 146 19
7 278 37
7 153 35
7 34 57
7 53 77
7 182 97
7 186 60
7 61 53
7 194 46
7 72 20
7 214 40
7 218 92
7 220 45
7 100 46
7 103 89
7 110 93
7 247 74
7 123 11
7 252 40
8 266 3
8 139 40
8 150 1
8 156 21
8 32 10
8 292 13
8 40 77
8 175 49
8 53 95
8 182 51
8 194 92
8 217 64
8 220 87
8 221 79
8 94 68
8 224 93
8 104 75
8 105 95
8 234 62
8 235 26
8 237 69
8 114 6
8 127 47
9 262 25
9 135 16
9 265 43
9 138 51
9 144 48
9 151 23
9 158 32
9 32 67
9 34 83
9 170 35
9 171 66
9 44 100
9 179 23
9 53 14
9 183 6
9 56 61
9 62 34
9 65 0
9 66 10
9 67 13
9 197 75
9 202 67
9 55 31
9 204 34
9 205 42
9 207 72
9 214 2
9 95 59
9 229 40
9 231 56
9 104 12
9 107 26
9 236 10
9 246 65
10 258 12
10 138 88
10 139 85
10 146 61
10 25 13
10 26 29
10 284 9
10 158 87
10 288 73
10 161 22
10 35 80
10 166 98
10 44 92
10 179 60
10 183 59
10 67 0
10 209 84
10 83 2
10 88 0
10 217 57
10 123 9
10 232 23
10 242 42
10 118 16
10 121 26
10 251 59
11 32 41
11 290 35
11 67 94
11 68 62
11 195 31
11 40 63
11 297 77
11 298 96
11 45 40
11 184 58
11 163 4
11 181 94
11 87 90
