300 38000
0 1 43
0 3 57
0 4 71
0 5 58
0 6 94
0 7 40
0 8 98
0 10 13
0 12 70
0 13 35
0 14 3
0 15 70
0 16 39
0 17 52
0 19 30
0 20 37
0 21 32
0 22 26
0 23 68
0 24 43
0 25 49
0 26 28
0 27 91
0 28 1
0 29 6
0 30 21
0 31 78
0 32 52
0 33 47
0 35 26
0 36 95
0 37 21
0 38 51
0 39 63
0 40 84
0 41 57
0 42 26
0 43 77
0 44 25
0 45 46
0 46 53
0 47 89
0 48 20
0 49 75
0 50 93
0 51 77
0 52 26
0 53 85
0 54 73
0 55 6
0 59 85
0 60 95
0 61 48
0 63 46
0 65 38
0 66 5
0 67 23
0 68 33
0 70 58
0 71 87
0 72 36
0 73 9
0 74 74
0 76 94
0 77 81
0 78 4
0 79 53
0 80 52
0 81 57
0 82 41
0 83 33
0 84 23
0 85 13
0 86 100
0 87 83
0 88 86
0 89 94
0 90 95
0 91 12
0 92 49
0 93 41
0 95 4
0 96 20
0 97 68
0 99 44
0 100 19
0 101 10
0 103 26
0 104 17
0 105 65
0 106 26
0 107 13
0 108 61
0 109 38
0 110 84
0 111 10
0 112 4
0 113 61
0 114 14
0 115 2
0 116 59
0 117 9
0 118 19
0 119 57
0 120 98
0 121 67
0 123 94
0 124 22
0 126 70
0 128 17
0 129 45
0 132 95
0 133 49
0 134 33
0 135 2
0 136 96
0 139 25
0 140 27
0 141 30
0 142 93
0 143 76
0 144 29
0 146 48
0 147 62
0 148 2
0 149 71
0 150 58
0 151 11
0 152 58
0 153 7
0 154 31
0 155 31
0 157 69
0 158 10
0 159 58
0 160 83
0 162 39
0 163 25
0 164 79
0 165 99
0 166 2
0 168 41
0 170 3
0 171 43
0 172 91
0 174 81
0 175 92
0 176 1
0 177 90
0 179 17
0 180 25
0 181 79
0 182 51
0 183 18
0 184 70
0 185 71
0 186 51
0 187 6
0 188 20
0 189 89
0 190 100
0 191 46
0 192 19
0 194 80
0 195 69
0 196 53
0 197 74
0 198 83
0 200 8
