300 4000
0 96 6
0 289 90
0 226 69
0 219 88
0 132 87
0 133 25
0 38 15
0 135 43
0 196 44
0 299 33
0 86 1
0 77 58
0 51 96
0 85 93
0 22 4
0 87 65
0 88 61
0 25 10
0 155 79
0 260 18
0 255 66
1 267 26
1 268 59
1 277 37
1 28 4
1 157 25
1 287 80
1 289 21
1 165 5
1 71 55
1 46 16
1 116 54
1 64 19
1 225 72
1 72 25
1 78 51
1 207 92
1 87 13
1 223 81
1 97 21
1 107 22
1 244 37
1 118 3
1 120 69
1 252 51
2 257 35
2 136 60
2 139 18
2 12 89
2 271 1
2 16 30
2 146 99
2 149 88
2 25 18
2 284 2
2 158 41
2 36 78
2 165 42
2 170 0
2 176 38
2 177 16
2 178 37
2 187 23
2 189 61
2 63 13
2 65 97
2 68 74
2 75 20
2 204 3
2 77 5
2 213 94
2 223 24
2 97 74
2 226 25
2 227 13
2 104 23
2 233 39
2 234 49
2 107 39
2 108 57
2 248 66
2 249 2
3 160 60
3 289 84
3 155 13
3 230 12
3 166 0
3 209 88
3 168 71
3 201 21
3 203 98
3 143 70
3 205 28
3 15 94
3 272 44
3 81 100
3 147 61
3 55 57
3 58 83
3 219 69
4 265 7
4 142 82
4 144 0
4 24 93
4 28 43
4 158 68
4 159 44
4 160 89
4 171 86
4 175 57
4 48 57
4 121 17
4 63 27
4 194 83
4 197 21
4 206 58
4 270 66
4 87 15
4 89 36
4 16 60
4 98 71
4 229 42
4 232 42
4 235 17
4 113 35
4 249 35
5 140 85
5 142 15
5 143 51
5 145 60
5 275 25
5 28 22
5 158 66
5 34 69
5 164 30
5 169 48
5 172 10
5 175 20
5 176 13
5 179 86
5 180 42
5 73 24
5 79 5
5 208 60
5 81 10
5 90 91
5 96 99
5 231 53
5 241 45
5 19 8
5 253 66
6 256 16
6 257 29
6 131 11
6 129 91
6 13 83
6 277 14
6 158 57
6 32 27
6 35 47
6 45 70
6 174 25
6 49 39
6 186 0
6 194 41
6 70 87
6 200 44
6 76 25
6 81 44
6 211 77
6 84 39
6 223 81
6 227 61
6 232 17
6 233 45
6 107 71
6 248 42
7 129 82
7 260 2
7 261 72
7 271 58
7 272 0
7 279 71
7 289 11
7 35 87
7 44 23
7 53 7
7 185 21
7 59 92
7 195 83
7 197 40
7 205 53
7 210 35
7 214 81
7 87 18
7 89 61
7 218 95
7 98 22
7 230 65
7 105 49
7 234 8
7 236 17
7 241 67
7 114 70
7 116 73
8 263 86
8 136 74
8 265 100
8 11 97
8 12 28
8 14 90
8 143 45
8 23 96
8 137 52
8 155 21
8 285 85
8 30 74
8 164 3
8 39 1
8 178 7
8 181 81
8 183 19
