300 4000
0 259 89
0 134 26
0 9 23
0 13 85
0 19 59
0 151 88
0 281 76
0 282 21
0 161 55
0 165 32
0 294 11
0 167 26
0 171 84
0 46 31
0 186 88
0 194 54
0 77 90
0 58 9
0 89 1
0 219 60
0 221 48
0 97 48
0 228 68
0 230 49
0 104 29
0 105 22
0 235 49
0 236 0
0 124 51
1 259 60
1 133 56
1 8 23
1 138 64
1 13 45
1 273 54
1 131 39
1 20 48
1 278 36
1 281 7
1 156 84
1 31 69
1 32 48
1 33 26
1 167 26
1 299 81
1 172 72
1 52 40
1 53 69
1 60 9
1 189 66
1 67 91
1 70 70
1 73 95
1 92 34
1 95 83
1 3 66
1 97 22
1 226 57
1 230 91
1 233 96
1 110 35
1 249 0
1 252 18
1 127 41
2 3 57
2 139 32
2 268 81
2 13 96
2 109 11
2 147 33
2 290 80
2 36 80
2 45 13
2 190 7
2 65 48
2 62 57
2 83 71
2 90 27
2 104 2
2 105 56
2 234 41
2 107 33
2 237 74
2 110 1
2 239 3
2 115 3
2 117 18
2 122 49
3 138 34
3 139 85
3 143 46
3 272 94
3 283 34
3 28 18
3 157 7
3 158 88
3 291 20
3 166 2
3 41 14
3 299 78
3 46 2
3 180 2
3 286 96
3 185 63
3 61 93
3 63 27
3 64 93
3 65 99
3 70 3
3 201 99
3 163 58
3 216 43
3 181 59
3 111 8
3 117 77
3 120 96
3 124 30
3 127 6
4 134 51
4 138 36
4 11 36
4 156 0
4 288 7
4 38 91
4 41 98
4 43 77
4 57 8
4 195 35
4 68 86
4 203 99
4 206 23
4 79 96
4 84 82
4 87 43
4 220 93
4 224 15
4 227 99
4 232 18
4 249 57
4 125 51
5 129 10
5 108 95
5 14 89
5 144 70
5 17 51
5 275 66
5 148 76
5 279 48
5 26 23
5 28 28
5 30 21
5 163 45
5 38 97
5 299 58
5 47 18
5 50 68
5 181 46
5 55 47
5 196 47
5 74 9
5 84 9
5 94 38
5 98 25
5 229 91
5 230 92
5 231 72
5 236 92
5 113 39
5 244 57
6 32 91
6 240 53
6 262 95
6 72 28
6 10 8
6 12 26
6 51 98
6 46 27
6 112 39
6 146 72
6 147 35
6 84 58
6 245 22
6 86 12
6 148 0
6 58 45
6 284 63
6 94 64
6 21 40
7 235 8
7 262 88
7 267 79
7 142 2
7 275 47
7 148 42
7 280 41
7 28 59
7 231 77
7 164 15
7 40 39
7 169 93
7 43 58
7 179 17
7 182 39
7 62 8
7 67 15
7 209 33
7 210 84
7 83 66
7 84 1
7 214 9
7 218 30
7 96 56
7 226 53
7 227 3
7 103 86
7 107 73
7 236 1
7 113 80
7 114 67
7 243 98
7 118 100
7 119 22
7 212 83
8 266 17
8 143 75
8 154 92
8 283 63
8 157 57
8 30 50
8 288 82
8 163 12
8 164 35
8 38 76
8 39 32
8 296 68
8 41 83
8 170 21
8 174 49
8 181 41
8 62 56
8 65 1
8 73 34
8 74 49
8 78 27
8 291 98
8 84 95
8 206 26
8 218 92
8 226 47
8 103 82
8 108 45
8 111 50
8 40 80
8 247 6
8 255 67
9 129 2
9 130 89
9 132 41
9 15 38
9 17 24
9 275 19
9 150 96
9 279 99
9 281 13
9 154 5
9 284 78
9 35 87
9 36 14
9 169 81
9 176 100
9 180 51
9 187 19
9 66 12
9 199 24
9 73 14
9 74 84
9 204 85
9 211 57
9 90 31
9 96 77
9 97 30
9 228 87
9 231 41
9 236 10
9 118 99
9 120 39
10 131 78
10 133 13
10 142 91
10 15 17
10 18 22
10 107 91
10 148 41
10 28 13
10 163 99
10 165 28
10 40 70
10 284 90
10 45 75
10 175 28
10 59 14
10 63 9
10 67 76
10 203 32
10 82 25
10 88 21
10 90 21
10 220 34
10 225 91
10 98 34
10 228 49
10 235 69
10 254 5
11 128 27
11 258 62
11 261 18
11 134 91
11 135 60
11 265 80
11 266 8
11 268 87
11 194 83
11 272 50
11 273 81
11 154 14
11 27 79
11 284 31
11 157 1
11 289 86
11 166 55
11 48 32
11 50 2
11 51 55
11 59 24
11 188 4
11 64 24
11 66 64
11 71 56
11 202 24
11 208 40
11 210 62
11 215 60
11 216 24
11 221 96
11 96 36
11 232 100
11 118 33
11 125 43
