300 4000
0 128 1
0 3 70
0 263 10
0 264 46
0 151 54
0 279 54
0 152 26
0 282 72
0 28 35
0 38 12
0 43 65
0 176 0
0 64 60
0 67 81
0 196 37
0 199 2
0 76 59
0 210 14
0 94 13
0 97 36
0 99 53
0 230 78
0 232 35
0 111 77
0 115 42
1 5 99
1 8 54
1 137 67
1 11 63
1 268 54
1 14 84
1 145 53
1 287 3
1 32 83
1 289 27
1 296 26
1 297 86
1 114 34
1 178 83
1 52 57
1 265 93
1 192 51
1 65 79
1 161 77
1 81 26
1 83 37
1 214 71
1 87 45
1 223 47
1 225 70
1 98 82
1 227 44
1 17 25
1 238 90
1 242 59
1 244 72
1 249 34
1 124 90
2 132 72
2 193 49
2 144 79
2 29 48
2 288 87
2 163 24
2 167 36
2 171 29
2 179 15
2 54 64
2 56 99
2 58 50
2 62 100
2 65 65
2 195 14
2 68 54
2 199 73
2 200 26
2 75 79
2 77 87
2 85 93
2 221 46
2 94 77
2 96 22
2 16 36
2 112 87
2 248 99
2 252 41
3 129 40
3 228 70
3 262 27
3 135 5
3 145 29
3 9 48
3 243 83
3 43 74
3 268 71
3 289 49
3 177 48
3 211 54
3 158 39
3 8 56
3 89 55
3 280 19
3 25 52
3 90 39
3 192 78
3 62 16
4 160 8
4 257 33
4 37 50
4 38 13
4 81 18
4 104 28
4 139 85
4 237 37
4 206 64
4 271 52
4 176 9
4 49 41
4 50 1
4 243 81
4 254 34
4 214 2
4 217 25
4 58 64
4 219 8
4 190 22
4 229 33
5 135 42
5 137 36
5 138 10
5 143 22
5 22 74
5 279 71
5 154 35
5 29 70
5 292 97
5 38 36
5 296 31
5 298 85
5 263 32
5 44 97
5 46 28
5 49 34
5 54 30
5 185 1
5 194 81
5 74 65
5 81 33
5 83 58
5 90 87
5 221 12
5 224 49
5 233 28
5 109 26
5 248 49
5 250 52
5 252 13
6 130 83
6 7 32
6 264 53
6 10 13
6 154 71
6 33 3
6 34 29
6 292 12
6 41 32
6 44 38
6 175 7
6 50 64
6 190 7
6 65 50
6 195 37
6 68 99
6 213 30
6 92 100
6 222 74
6 225 98
6 232 92
6 233 60
6 246 56
6 250 33
7 129 63
7 9 32
7 266 94
7 273 67
7 21 98
7 283 5
7 35 48
7 165 87
7 295 100
