300 4000
0 5 43
0 10 18
0 140 25
0 14 84
0 110 83
0 281 77
0 27 43
0 156 73
0 33 6
0 38 1
0 172 8
0 174 70
0 181 67
0 54 31
0 189 81
0 76 48
0 79 22
0 213 62
0 86 73
0 90 99
0 91 54
0 222 0
0 229 9
0 231 49
0 106 77
0 109 92
0 238 8
0 241 58
0 116 59
0 118 93
1 149 89
1 229 70
1 134 51
1 7 3
1 9 4
1 266 45
1 203 19
1 108 5
1 270 1
1 79 21
1 124 13
1 244 49
1 174 90
1 150 95
1 119 26
1 293 63
1 239 28
1 21 4
1 285 9
1 95 74
2 290 35
2 259 39
2 260 66
2 133 81
2 102 61
2 7 36
2 275 76
2 201 26
2 119 90
2 98 42
2 273 25
2 211 9
2 94 78
2 183 76
2 267 98
2 68 26
2 233 72
2 92 48
2 62 91
2 245 86
3 260 62
3 7 54
3 142 76
3 276 81
3 277 12
3 279 22
3 24 81
3 156 62
3 162 66
3 39 46
3 284 80
3 172 26
3 173 54
3 52 82
3 61 28
3 62 73
3 69 37
3 200 26
3 80 58
3 209 20
3 85 22
3 222 54
3 96 68
3 111 22
3 250 70
3 251 84
4 256 22
4 14 81
4 17 55
4 19 94
4 149 76
4 151 87
4 155 42
4 31 13
4 290 44
4 219 14
4 294 8
4 49 62
4 58 17
4 202 73
4 74 13
4 204 79
4 205 52
4 206 57
4 213 50
4 87 83
4 217 13
4 91 23
4 224 66
4 145 83
4 233 40
4 236 67
4 240 28
4 114 88
4 250 87
5 161 88
5 162 84
5 68 40
5 197 72
5 289 16
5 200 58
5 188 43
5 42 82
5 258 86
5 174 82
5 280 55
5 261 75
5 249 0
5 88 77
5 260 85
5 33 98
5 124 74
5 63 53
6 160 12
6 259 53
6 36 87
6 262 93
6 227 71
6 220 49
6 12 86
6 46 14
6 47 12
6 113 74
6 131 95
6 213 81
6 246 51
6 151 87
6 248 31
6 92 9
6 30 15
6 255 17
7 264 57
7 265 6
7 142 62
7 145 61
7 46 3
7 292 5
7 37 37
7 169 35
7 171 75
7 174 41
7 175 77
7 8 89
7 182 32
7 55 87
7 185 35
7 186 97
7 62 24
7 191 48
7 193 14
7 198 64
7 74 54
7 219 97
7 222 22
7 101 76
7 17 9
7 104 54
7 237 95
7 241 43
7 246 70
7 120 17
7 250 68
7 253 63
7 255 90
8 130 24
8 259 25
8 12 89
8 270 10
8 15 7
8 144 3
8 146 61
8 147 8
8 25 1
8 283 32
8 286 19
8 155 15
8 292 96
8 47 67
8 176 94
8 180 11
8 184 61
8 60 90
8 224 55
8 71 79
8 76 79
8 78 90
8 207 78
8 35 34
8 86 12
8 96 95
8 227 82
8 235 79
8 248 27
8 126 99
8 127 15
9 260 90
9 278 4
9 257 69
9 267 9
9 268 77
9 269 17
9 270 81
9 277 41
9 150 62
9 24 5
9 29 8
9 286 6
9 160 74
9 40 17
9 171 21
9 221 19
9 181 64
9 194 8
9 67 92
9 68 33
9 85 2
9 88 41
9 89 45
9 93 52
9 99 37
9 125 3
9 244 65
9 249 68
9 253 26
9 254 77
10 259 88
10 262 65
10 135 72
10 266 78
10 279 48
10 173 48
10 16 63
10 147 10
10 276 56
10 151 80
10 26 38
10 283 47
10 28 78
10 31 80
10 32 22
10 294 84
10 295 1
10 168 28
10 169 89
10 172 62
10 45 28
10 284 78
10 177 83
10 183 54
10 60 89
10 190 65
10 214 61
10 217 59
10 218 23
10 93 17
10 100 66
10 102 45
10 109 58
10 112 11
10 248 74
10 126 90
11 129 55
11 263 81
11 136 41
11 13 52
11 275 43
11 277 20
11 25 97
11 285 82
11 32 46
11 34 32
11 164 0
11 293 93
11 298 21
11 44 6
11 55 23
11 191 24
11 65 80
11 216 25
11 36 4
11 93 26
11 107 25
11 239 31
12 130 60
12 139 53
12 268 12
12 269 56
12 14 83
12 16 98
12 149 19
12 280 44
12 26 92
12 31 41
12 288 17
12 161 80
12 35 83
12 262 61
12 42 60
12 221 20
12 55 51
12 189 44
12 192 1
12 118 33
12 78 1
12 80 55
12 83 18
12 87 39
12 91 76
12 93 22
12 99 45
12 229 18
12 235 39
12 239 73
12 242 85
12 115 93
12 245 65
12 246 34
12 254 99
13 150 28
13 266 74
13 268 47
13 142 65
13 271 6
13 278 21
13 24 48
13 289 46
13 162 59
13 297 41
13 48 79
13 51 57
13 58 32
13 59 38
13 196 33
13 246 5
13 161 23
13 78 76
13 85 80
13 220 51
13 221 8
13 102 62
13 118 82
13 120 20
14 136 15
14 15 35
14 272 54
14 148 90
14 23 72
14 260 33
14 296 88
14 297 60
14 177 33
14 58 95
14 187 76
14 67 72
14 71 64
14 205 90
14 211 38
14 90 73
14 220 27
14 221 34
14 222 15
14 96 20
14 225 32
14 100 37
14 104 25
14 111 98
14 241 13
14 153 67
14 126 46
15 266 11
15 273 78
15 20 88
15 284 34
15 286 25
15 287 66
15 289 89
15 41 23
15 43 13
15 175 67
15 264 24
15 187 58
15 71 2
15 80 57
15 85 33
15 214 73
15 218 34
15 93 10
15 95 80
15 98 90
15 103 74
15 106 47
15 248 87
15 255 82
16 261 90
16 137 52
16 147 42
16 152 52
16 285 16
16 159 72
16 163 43
16 169 47
16 44 76
16 60 53
16 190 3
16 66 12
16 200 57
16 208 18
16 86 74
16 216 65
16 98 35
16 102 26
16 105 37
16 109 42
16 275 73
16 251 77
17 258 45
17 134 100
17 136 69
17 143 44
17 19 53
17 150 24
17 279 30
17 152 49
17 282 17
17 284 51
17 154 8
17 287 31
17 91 73
17 165 30
17 296 41
17 220 20
17 170 67
17 173 34
17 55 66
17 59 26
17 73 69
17 271 100
17 212 46
17 86 57
17 219 78
17 92 20
17 221 34
17 223 13
17 224 95
17 227 82
17 230 32
17 107 38
17 243 99
17 120 10
17 121 62
18 160 14
18 66 75
18 163 90
18 196 26
18 182 11
18 70 47
18 212 73
18 139 51
18 142 30
18 209 15
18 114 53
18 115 28
18 116 77
18 21 4
18 22 95
18 279 25
18 185 85
18 218 5
18 283 12
18 252 28
18 186 66
19 129 19
19 280 84
19 290 47
19 35 29
19 165 64
19 169 100
19 298 85
19 46 56
19 61 40
19 190 75
19 197 70
19 76 82
19 204 37
19 212 43
19 218 74
19 95 43
19 228 38
19 232 92
19 236 53
19 125 51
19 254 36
20 259 50
20 142 48
20 273 28
20 157 29
20 158 83
20 41 7
20 298 44
20 172 18
20 45 8
20 285 8
20 48 70
20 184 85
20 190 18
20 67 51
20 68 98
20 202 51
20 203 32
20 77 94
20 82 31
20 85 74
20 222 8
20 104 75
20 234 38
20 109 86
20 238 92
20 115 89
20 245 10
21 128 50
21 131 16
21 142 31
21 145 97
21 275 69
21 276 8
21 22 27
21 154 46
21 27 69
21 31 24
21 174 12
21 181 57
21 64 47
21 198 38
21 202 34
21 206 58
21 212 86
21 216 96
21 217 11
21 222 98
21 225 63
21 105 79
21 237 32
21 117 97
21 249 13
21 251 89
21 252 35
21 254 84
22 257 73
22 43 97
22 141 43
22 145 1
22 277 19
22 23 65
22 159 9
22 32 65
22 291 37
22 166 77
22 295 6
22 299 65
22 173 28
22 174 48
22 49 20
22 57 17
22 287 41
22 191 9
22 192 87
22 195 43
22 73 37
22 77 84
22 207 83
22 217 49
22 98 90
22 234 81
22 46 76
22 249 62
22 123 14
23 288 0
23 289 44
23 142 90
23 37 97
23 211 77
23 167 32
23 297 30
23 71 98
23 192 18
23 175 70
23 273 35
23 179 42
23 212 10
23 149 91
23 86 79
23 88 37
23 188 55
23 122 98
23 53 53
24 257 23
24 261 75
24 134 50
24 148 90
24 281 21
24 282 88
24 31 60
24 160 26
24 38 59
24 295 1
24 174 45
24 176 96
24 181 65
24 56 95
24 58 54
24 194 18
24 195 66
24 198 15
24 201 94
24 209 55
24 212 58
24 94 86
24 96 82
24 230 42
24 238 5
24 124 16
24 125 42
25 131 44
25 140 97
25 271 13
25 30 19
25 287 19
25 288 91
25 161 99
25 41 65
25 171 35
25 172 91
25 174 53
25 49 2
25 52 65
25 68 68
25 289 94
25 205 51
25 206 45
25 213 54
25 215 85
25 143 48
25 199 76
25 97 78
25 103 49
25 112 100
25 136 78
25 127 91
26 149 85
26 115 81
26 228 5
26 39 85
26 119 35
26 139 53
26 174 24
26 80 31
26 179 84
26 57 76
26 246 74
26 235 86
26 280 88
26 153 65
26 155 9
26 156 55
26 183 46
26 254 31
26 63 20
27 128 75
27 257 91
27 264 85
27 141 71
27 271 61
27 145 44
27 146 98
27 151 51
27 153 25
27 282 21
27 28 78
27 33 57
27 290 74
27 39 65
27 180 77
27 58 58
27 68 7
27 200 13
27 204 87
27 83 42
27 105 21
27 106 29
27 237 39
27 249 64
27 251 87
27 253 85
27 149 4
28 226 35
28 260 1
28 54 16
28 137 66
28 61 27
28 237 86
28 111 4
28 173 63
28 179 0
28 116 95
28 89 13
28 247 86
28 88 63
28 153 22
28 285 81
28 126 51
28 95 27
29 133 39
29 264 67
29 151 13
29 152 79
29 34 51
29 163 47
29 298 61
29 178 89
29 181 46
29 190 65
29 195 89
29 206 33
29 86 87
29 90 2
29 93 56
29 100 22
29 234 59
29 108 24
29 237 53
29 110 89
29 242 54
29 244 66
29 245 49
29 119 92
29 248 91
30 256 2
30 268 62
30 152 8
30 156 88
30 286 82
30 287 39
30 288 88
30 296 55
30 52 8
30 182 75
30 60 15
30 62 60
30 71 35
30 75 24
30 76 94
30 83 5
30 215 18
30 93 14
30 222 50
30 97 71
30 227 17
30 101 2
30 231 80
30 243 26
30 117 46
30 247 79
30 120 11
30 253 68
31 130 92
31 259 16
31 263 36
31 139 10
31 280 5
31 278 20
31 151 35
31 284 63
31 158 38
31 159 45
31 41 49
31 53 49
31 286 80
31 183 95
31 189 15
31 63 57
31 74 25
31 76 17
31 205 16
31 207 77
31 209 29
31 152 52
31 92 32
31 236 98
31 241 42
32 150 31
32 264 0
32 217 57
32 165 56
32 38 48
32 297 75
32 42 47
32 180 45
32 182 49
32 55 52
32 63 75
32 71 66
32 210 11
32 89 80
32 223 70
32 228 51
32 101 54
32 231 40
32 238 89
32 111 65
32 244 12
32 248 25
32 122 48
32 298 89
33 262 31
33 135 52
33 280 73
33 157 37
33 299 31
33 173 64
33 181 24
33 57 50
33 58 45
33 61 32
33 204 3
33 213 25
33 219 65
33 229 97
33 98 3
33 101 99
33 231 48
33 233 81
33 107 67
33 108 98
