300 4000
0 98 98
0 82 44
0 293 54
0 10 30
0 141 66
0 173 88
0 176 68
0 113 9
0 50 19
0 84 34
0 278 92
0 248 65
0 121 4
0 218 77
0 123 9
0 124 85
0 190 26
0 37 55
1 130 62
1 132 83
1 261 93
1 10 73
1 271 77
1 16 96
1 147 89
1 22 19
1 154 98
1 30 91
1 287 15
1 168 80
1 171 57
1 50 71
1 51 39
1 66 52
1 200 77
1 202 41
1 209 2
1 86 53
1 81 91
1 232 78
1 240 81
1 296 89
1 123 25
1 253 46
2 258 46
2 261 55
2 87 17
2 272 40
2 273 19
2 146 92
2 147 49
2 24 1
2 153 8
2 156 15
2 133 86
2 169 5
2 45 6
2 178 53
2 179 68
2 53 55
2 182 90
2 159 92
2 61 76
2 190 45
2 199 92
2 200 86
2 78 55
2 84 40
2 215 65
2 231 81
2 108 17
2 116 46
3 130 79
3 35 68
3 295 86
3 172 17
3 117 66
3 253 78
3 240 16
3 17 62
3 210 73
3 115 40
3 52 23
3 57 3
3 54 21
3 249 2
3 121 82
3 187 96
3 28 9
3 285 69
3 191 83
4 179 71
4 266 43
4 144 95
4 28 55
4 158 80
4 33 15
4 295 89
4 169 28
4 173 85
4 49 59
4 51 82
4 188 8
4 196 54
4 199 50
4 98 82
4 229 47
4 102 57
4 106 61
4 167 87
4 113 78
4 116 81
4 117 62
4 246 86
4 121 70
4 124 86
4 234 59
5 6 34
5 10 54
5 142 48
5 143 10
5 18 89
5 277 78
5 36 3
5 165 71
5 172 53
5 45 94
5 47 86
5 55 16
5 64 60
5 68 85
5 202 13
5 204 63
5 93 46
5 99 83
5 238 9
5 114 64
5 250 3
5 126 65
6 131 93
6 132 60
6 261 68
6 264 64
6 274 35
6 147 9
6 280 53
6 283 89
6 289 60
6 293 26
6 180 4
6 94 64
6 189 30
6 191 77
6 65 62
6 199 82
6 222 22
6 98 91
6 109 95
6 242 84
6 118 7
6 252 40
7 133 65
7 47 65
7 138 5
7 267 29
7 13 92
7 60 4
7 153 5
7 283 38
7 288 84
7 240 70
7 166 29
7 39 19
7 175 31
7 179 54
7 187 1
7 188 6
7 266 25
7 68 90
7 69 6
7 202 6
7 269 9
7 85 60
7 88 75
7 221 12
7 229 81
7 233 31
7 111 52
7 112 95
7 113 32
8 133 80
8 9 87
8 11 36
8 268 83
8 24 43
8 161 55
8 36 30
8 294 27
8 39 48
8 297 10
8 56 89
8 190 61
8 200 27
8 12 6
8 202 48
8 79 61
8 184 74
8 214 34
8 223 2
8 101 5
8 102 13
8 81 42
8 234 95
8 237 86
8 241 71
8 140 34
8 243 79
8 116 73
9 257 42
9 132 39
9 279 39
9 27 68
9 286 45
9 292 14
9 166 36
9 167 18
9 169 69
9 50 69
9 179 61
9 52 100
9 56 5
9 180 29
9 196 86
9 201 93
9 80 21
9 213 14
9 90 21
9 222 42
9 95 6
9 102 95
9 103 30
9 114 79
9 118 84
9 248 70
9 250 73
9 253 77
9 126 84
10 264 97
10 272 97
10 20 55
10 151 63
10 280 93
10 27 79
10 133 88
10 33 62
10 44 15
10 48 92
10 183 73
10 185 10
10 58 34
10 191 41
10 66 43
10 119 61
10 80 13
10 83 43
10 87 99
10 186 5
10 224 31
10 103 14
10 111 84
10 247 10
10 120 66
10 123 67
10 127 48
11 129 57
11 262 17
11 135 17
11 23 52
11 24 95
11 283 53
11 156 46
11 218 78
11 161 95
11 41 7
11 298 0
11 45 35
11 46 83
11 58 3
11 60 40
11 61 16
11 190 29
11 195 42
11 196 44
11 200 92
11 79 46
11 209 52
11 212 34
11 90 19
11 95 31
11 102 57
11 188 7
11 235 81
11 239 41
11 251 74
11 170 33
12 259 34
12 264 6
12 15 20
12 144 36
12 18 68
12 19 32
12 23 44
12 196 7
12 37 39
12 42 79
12 299 33
12 54 42
12 183 89
12 68 21
12 197 60
12 202 35
12 75 90
12 85 39
12 86 100
12 217 78
12 228 66
12 233 100
12 146 76
12 111 58
12 116 31
12 245 7
12 120 16
12 136 47
12 251 22
12 252 1
12 125 35
13 259 82
13 23 61
13 278 26
13 151 5
13 28 95
13 29 60
13 284 45
13 172 15
13 174 94
13 157 96
13 177 19
13 180 48
13 56 99
13 63 70
13 193 85
13 118 35
13 200 75
13 75 13
13 216 74
13 218 72
13 92 38
13 226 51
13 227 98
13 238 73
13 241 85
13 246 54
13 251 25
13 252 16
13 255 99
14 129 78
14 278 26
14 263 62
14 16 51
14 150 4
14 279 37
14 162 5
14 167 76
14 46 40
14 176 79
14 180 18
14 195 76
14 199 76
14 200 25
14 206 62
14 120 5
14 211 33
14 90 79
14 98 6
14 109 56
14 241 90
14 242 48
14 248 47
14 252 14
15 133 94
15 134 32
15 264 21
15 139 30
15 275 12
15 148 85
15 277 50
15 282 92
15 283 91
15 33 62
15 40 1
15 42 0
15 175 35
15 51 43
15 67 29
15 71 73
15 78 46
15 211 76
15 212 44
15 218 17
15 92 17
15 222 1
15 102 44
15 252 27
15 237 84
15 114 24
15 147 20
15 124 100
16 149 59
16 133 6
16 262 64
16 269 0
16 271 39
16 21 19
16 22 36
16 281 97
16 283 41
16 290 83
16 36 35
16 134 66
16 294 0
16 39 44
16 169 66
16 47 26
16 50 9
16 183 92
16 56 97
16 200 81
16 75 65
16 78 9
16 207 43
16 80 17
16 215 65
16 218 99
16 96 64
16 97 61
16 38 59
16 240 59
16 121 16
16 166 61
16 127 42
17 262 3
17 263 74
17 266 71
17 139 6
17 271 99
17 272 18
17 145 81
17 22 28
17 24 54
17 25 19
17 154 82
17 27 33
17 286 43
17 161 48
17 171 84
17 176 47
17 51 47
17 53 83
17 183 73
17 57 80
17 59 91
17 68 52
17 80 4
17 214 68
17 143 82
17 280 57
17 223 2
17 233 43
17 108 67
17 250 40
17 252 2
17 253 87
18 67 65
18 285 54
18 158 52
18 288 17
18 290 0
18 297 43
18 299 7
18 46 60
18 175 98
18 176 85
18 195 45
18 72 47
18 140 97
18 80 100
18 218 41
18 222 22
18 224 34
18 98 10
18 103 91
18 112 40
18 116 61
18 120 78
19 257 88
19 263 79
19 145 78
19 146 74
19 278 9
19 153 39
19 28 85
19 29 15
19 290 66
19 40 2
19 49 21
19 201 40
19 56 61
19 185 80
19 193 26
19 69 90
19 200 19
19 73 52
19 76 31
19 208 48
19 83 54
19 89 22
19 221 26
19 222 10
19 96 6
19 100 68
19 102 95
19 234 60
19 237 47
19 240 14
19 243 96
19 118 66
20 193 51
20 290 87
20 163 12
20 37 47
20 70 89
20 201 80
20 76 90
20 207 60
20 273 87
20 54 38
20 88 49
20 121 0
20 218 16
20 284 17
20 63 99
21 256 82
21 257 99
21 258 71
21 262 68
21 130 59
21 270 10
21 274 65
21 155 69
21 156 39
21 125 74
21 177 72
21 187 15
21 189 68
21 198 97
21 97 2
21 76 86
21 80 96
21 209 91
21 82 100
21 84 7
21 85 49
21 95 12
21 96 49
21 225 87
21 234 52
21 239 8
21 241 13
21 245 1
21 247 17
21 248 47
21 253 49
21 255 38
22 135 63
22 138 93
22 273 66
22 147 44
22 29 33
22 160 17
22 163 56
22 263 4
22 257 36
22 46 51
22 49 82
22 179 59
22 188 38
22 288 58
22 68 92
22 82 41
22 229 7
22 98 68
22 101 35
22 104 38
22 118 77
23 256 97
23 134 97
23 265 56
23 266 99
23 277 33
23 153 3
23 156 71
23 158 86
23 160 95
23 164 71
23 46 16
23 178 39
23 52 38
23 137 79
23 184 6
23 195 17
23 99 83
23 104 12
23 117 57
24 257 18
24 260 40
24 134 14
24 148 87
24 280 92
24 132 53
24 282 9
24 158 57
24 292 70
24 41 91
24 179 52
24 56 29
24 194 60
24 79 100
24 212 85
24 214 87
24 219 88
24 105 27
24 235 39
24 108 21
24 120 94
24 127 10
25 132 30
25 270 83
25 144 98
25 274 7
25 275 100
25 276 31
25 149 57
25 89 76
25 26 11
25 286 39
25 287 79
25 160 44
25 165 34
25 41 70
25 299 2
25 49 69
25 179 94
25 181 11
25 64 74
25 195 75
25 71 69
25 206 29
25 83 100
25 212 67
25 217 85
25 226 47
25 228 8
25 229 33
25 241 48
26 133 99
26 142 55
26 276 65
26 282 8
26 155 77
26 285 78
26 261 35
26 36 56
26 47 58
26 176 26
26 57 52
26 60 57
26 207 68
26 216 73
26 164 65
26 92 40
26 225 90
26 233 21
26 107 33
26 108 23
26 109 88
26 110 29
26 251 43
26 252 90
27 129 49
27 230 12
27 262 87
27 145 97
27 40 14
27 201 49
27 74 26
27 268 18
27 269 63
27 142 28
27 156 23
27 181 51
27 54 35
27 185 37
27 72 91
27 89 70
27 92 6
27 158 18
28 130 34
28 136 59
28 138 93
28 270 15
28 174 28
28 33 72
28 290 50
28 36 86
28 38 78
28 40 90
28 298 47
28 43 32
28 173 93
28 46 87
28 48 88
28 52 35
28 68 59
28 211 50
28 109 38
28 245 79
28 248 100
28 122 39
28 277 21
29 261 41
29 134 91
29 136 77
29 268 13
29 148 53
29 284 71
29 30 64
29 287 94
29 161 59
29 35 15
29 170 66
29 299 79
29 44 37
29 53 50
29 181 91
29 75 72
29 204 88
29 77 63
29 78 62
29 81 41
29 210 6
29 213 73
29 90 94
29 94 74
29 100 80
29 114 86
29 246 6
29 247 35
29 251 22
29 85 35
29 255 92
30 260 56
30 136 22
30 267 6
30 141 42
30 281 8
30 31 28
30 33 44
30 34 13
30 163 75
30 36 29
30 294 59
30 168 7
30 41 23
30 285 42
30 181 80
30 182 22
30 53 39
30 191 47
30 75 53
30 71 21
30 201 4
30 203 54
30 208 36
30 82 75
30 215 14
30 292 3
30 95 79
30 226 97
30 100 68
30 230 42
30 234 7
30 121 9
30 255 31
31 259 91
31 264 35
31 267 78
31 194 5
31 270 97
31 144 50
31 153 41
31 298 40
31 43 63
31 175 16
31 59 22
31 66 76
31 67 98
31 68 89
31 199 39
31 202 79
31 77 95
31 212 41
31 216 12
31 96 89
31 231 72
31 107 49
31 250 77
31 253 22
32 225 34
32 194 58
32 155 7
32 100 93
32 102 27
32 135 50
32 200 4
32 187 88
32 241 45
32 66 62
32 175 75
32 177 32
32 116 66
32 196 92
32 56 1
32 152 31
32 281 37
32 123 54
32 183 48
32 223 86
33 80 23
33 132 14
33 48 26
33 188 14
33 234 20
33 43 81
33 204 44
33 109 75
33 112 6
33 271 9
33 52 44
33 279 88
33 125 7
33 252 3
33 202 16
34 256 41
34 257 83
34 133 6
34 264 2
34 128 95
34 142 38
34 276 84
34 150 17
34 282 78
34 261 39
34 165 36
34 296 8
34 42 63
34 173 50
34 56 39
34 59 59
34 64 19
34 213 26
34 216 11
34 227 8
34 233 79
34 248 95
34 124 21
35 96 55
35 97 69
35 130 97
35 260 8
35 166 52
35 103 30
35 275 78
35 112 54
35 39 93
35 108 21
35 60 16
35 176 76
35 177 23
35 243 59
35 148 12
35 122 52
35 251 2
35 188 37
35 94 39
36 137 7
36 139 46
36 268 13
36 153 28
36 289 92
36 171 29
36 46 18
36 189 49
36 184 25
36 60 52
36 61 44
36 190 46
36 267 14
36 70 90
36 71 15
36 72 78
36 73 29
36 202 17
36 78 82
36 80 29
36 217 18
36 224 26
36 272 14
36 226 48
36 228 10
36 101 11
36 236 93
36 239 42
36 252 31
37 256 84
37 135 58
37 270 2
37 273 20
37 284 29
37 293 2
37 299 1
37 45 91
37 51 61
37 52 50
37 182 23
37 56 74
37 188 79
37 73 41
37 80 69
37 85 11
37 214 73
37 216 92
37 218 53
37 219 25
37 222 44
37 230 50
37 103 62
37 232 10
37 110 46
37 243 77
37 246 80
37 124 87
38 129 55
38 136 69
38 274 73
38 149 75
38 281 94
38 283 32
38 177 80
38 43 8
38 264 96
38 183 26
38 56 72
38 57 72
38 61 55
38 72 54
38 77 70
38 216 57
38 218 61
38 223 69
38 144 43
38 107 85
38 238 15
38 244 31
38 247 100
38 252 7
39 129 79
39 258 17
39 267 49
39 141 63
39 154 53
39 162 85
39 135 27
39 48 14
39 50 26
39 51 9
39 56 77
39 192 48
39 65 10
39 73 95
39 76 92
39 205 79
39 87 84
39 222 25
39 102 24
39 232 8
39 234 71
39 107 74
39 245 51
39 246 54
39 249 67
39 124 94
40 260 39
40 138 88
40 144 100
40 277 31
40 283 81
40 286 72
40 159 58
40 289 10
40 291 92
40 295 78
40 174 46
40 48 91
40 59 50
40 69 72
40 97 42
40 106 41
40 235 89
40 237 47
41 138 15
41 278 85
41 151 61
41 282 54
41 158 32
41 289 19
41 294 3
41 167 95
41 169 29
41 171 65
41 50 27
41 178 52
41 179 13
41 71 73
41 226 27
41 233 78
41 281 26
41 240 51
41 241 41
41 242 8
41 105 52
41 251 80
41 252 14
41 127 84
42 259 21
42 139 67
42 145 0
42 146 5
42 147 62
42 295 7
42 174 37
42 182 37
42 62 23
42 67 66
42 201 58
42 76 80
42 79 29
42 271 21
42 93 56
42 222 97
42 223 2
42 242 73
42 275 32
42 116 18
42 118 1
42 253 29
43 260 95
43 137 44
43 138 59
43 144 5
43 148 89
43 281 57
43 293 64
43 297 29
43 298 65
43 173 65
43 180 92
43 58 17
43 61 98
43 190 5
43 71 12
43 76 12
