300 38000
0 1 26
0 2 42
0 3 54
0 4 34
0 5 28
0 7 34
0 8 35
0 9 86
0 10 12
0 12 79
0 13 61
0 15 97
0 17 76
0 18 90
0 19 54
0 20 35
0 21 92
0 22 38
0 24 80
0 25 58
0 26 50
0 27 36
0 28 68
0 29 88
0 30 97
0 33 34
0 35 30
0 36 28
0 37 56
0 38 16
0 40 37
0 41 43
0 45 68
0 46 3
0 47 31
0 48 42
0 49 98
0 51 36
0 52 41
0 53 5
0 54 34
0 57 69
0 58 16
0 59 47
0 60 49
0 61 9
0 62 23
0 63 30
0 64 1
0 65 15
0 66 92
0 67 94
0 68 39
0 69 93
0 70 12
0 71 15
0 72 43
0 73 20
0 74 35
0 75 60
0 76 57
0 77 88
0 78 12
0 79 52
0 80 78
0 81 35
0 83 34
0 84 41
0 85 24
0 86 22
0 87 42
0 88 97
0 89 5
0 90 66
0 92 43
0 94 0
0 95 11
0 96 16
0 97 65
0 98 58
0 99 55
0 100 76
0 101 44
0 102 46
0 103 48
0 104 15
0 105 48
0 106 17
0 107 82
0 108 40
0 109 92
0 110 62
0 111 5
0 112 73
0 113 3
0 114 62
0 115 1
0 116 30
0 117 45
0 118 17
0 120 55
0 121 93
0 122 69
0 123 1
0 124 53
0 125 26
0 126 43
0 127 96
0 128 78
0 129 52
0 130 73
0 131 2
0 132 34
0 133 54
0 134 13
0 135 22
0 136 81
0 137 91
0 138 11
0 139 47
0 140 30
0 142 48
0 143 13
0 144 80
0 146 85
0 147 29
0 148 40
0 149 34
0 150 50
0 151 12
0 152 46
0 154 82
0 155 1
0 156 96
0 157 78
0 158 88
0 159 19
0 161 78
0 162 85
0 164 60
0 165 75
0 166 72
0 167 9
0 168 53
0 169 50
0 171 56
0 172 84
0 174 34
0 175 15
0 176 57
0 177 23
0 178 81
0 179 43
0 180 33
0 181 25
0 182 77
0 183 42
0 184 3
0 185 12
0 186 67
0 189 61
0 190 74
0 191 10
0 192 22
0 193 33
0 194 45
0 195 43
0 196 32
0 197 92
0 198 55
0 199 55
0 200 95
0 201 3
0 202 30
0 203 81
0 205 33
0 206 56
0 208 55
0 209 74
0 210 76
0 211 97
0 212 85
0 213 23
0 214 40
0 216 29
0 217 61
0 219 94
0 220 80
0 221 42
0 223 55
0 224 0
0 225 85
0 226 57
0 227 93
0 228 27
0 229 83
0 231 79
0 233 4
0 234 44
0 237 61
0 238 87
0 239 89
0 240 36
0 241 84
0 242 63
0 243 99
0 244 79
0 245 30
0 248 3
0 249 7
0 250 94
0 251 47
0 253 18
0 254 19
0 256 93
0 257 33
0 258 96
0 259 82
0 260 89
0 261 11
0 262 59
0 263 16
0 264 71
0 265 56
0 267 74
0 269 77
0 270 58
0 271 48
0 273 28
0 274 9
0 276 64
0 277 42
0 278 45
0 279 14
0 280 48
0 281 69
0 282 45
0 283 41
0 284 88
0 285 46
0 286 56
0 287 62
0 288 12
0 289 96
0 290 78
0 291 77
0 292 86
0 293 8
0 295 69
0 296 65
0 298 8
0 299 84
1 2 93
1 3 90
1 4 1
1 5 10
1 6 87
1 7 69
1 8 87
1 12 93
1 13 64
1 14 97
1 15 81
1 16 50
1 17 11
1 18 44
1 19 75
1 20 29
1 21 50
1 22 76
1 24 75
1 26 73
1 28 77
1 29 24
1 30 70
1 31 98
1 32 59
1 33 67
1 34 30
1 35 21
1 36 64
1 37 27
1 39 93
1 41 24
1 42 42
1 43 46
1 44 87
1 45 64
1 46 75
1 47 11
1 48 79
1 49 9
1 50 89
1 52 2
1 53 65
1 54 49
1 55 60
1 57 25
1 59 96
1 60 94
1 61 56
1 62 72
1 63 30
1 64 61
1 65 26
1 67 27
1 68 100
1 69 56
1 70 36
1 71 51
1 72 20
1 73 21
1 74 67
1 75 65
1 76 7
1 77 9
1 80 89
1 81 64
1 83 68
1 84 59
1 85 5
1 86 99
1 87 77
1 88 20
1 89 43
1 90 53
1 91 81
1 93 28
1 94 78
1 95 39
1 96 50
1 97 18
1 99 7
1 100 21
1 102 17
1 103 95
1 104 5
1 105 100
1 106 33
1 108 85
1 109 89
1 110 93
1 111 95
1 112 13
1 113 93
1 114 24
1 116 69
1 117 83
1 118 47
1 119 20
1 120 20
1 121 53
1 122 85
1 123 87
1 124 74
1 126 26
1 128 20
1 129 52
1 130 90
1 131 94
1 133 93
1 134 0
1 135 28
1 137 14
1 138 6
1 139 0
1 141 60
1 142 77
1 143 10
1 144 79
1 145 21
1 146 90
1 147 88
1 148 84
1 150 91
1 151 65
1 152 38
1 154 81
1 155 15
1 157 20
1 158 48
1 159 68
1 160 71
1 161 85
1 162 32
1 163 53
1 164 29
1 165 95
1 166 16
1 167 25
1 168 91
1 169 34
1 170 90
1 172 13
1 173 90
1 174 12
1 175 11
1 176 90
1 178 76
1 179 87
1 180 3
1 181 49
1 183 90
1 184 5
1 185 41
1 186 27
1 187 50
1 188 23
1 189 25
1 190 2
