300 4000
0 2 71
0 272 83
0 273 42
0 281 98
0 282 54
0 28 13
0 31 100
0 294 59
0 175 8
0 176 78
0 53 9
0 68 49
0 204 46
0 205 84
0 209 48
0 82 93
0 213 49
0 96 35
0 98 57
0 101 25
0 116 83
0 254 98
1 263 31
1 16 45
1 149 72
1 27 86
1 31 98
1 160 34
1 166 27
1 299 35
1 45 18
1 202 3
1 75 63
1 77 44
1 205 35
1 80 59
1 90 93
1 219 50
1 101 78
1 108 16
1 244 78
1 247 30
1 253 55
1 277 14
2 33 82
2 100 44
2 37 2
2 209 16
2 104 12
2 9 95
2 43 60
2 60 54
2 15 95
2 152 20
2 114 41
2 179 49
2 105 4
2 23 47
2 280 3
2 186 37
2 220 88
2 95 85
3 132 24
3 134 82
3 135 12
3 11 87
3 141 33
3 146 50
3 25 79
3 154 16
3 155 4
3 31 20
3 32 29
3 35 92
3 170 2
3 299 64
3 175 25
3 182 41
3 64 8
3 71 8
3 83 30
3 213 12
3 223 2
3 97 42
3 233 54
3 110 52
3 240 80
3 115 86
3 247 0
3 254 19
4 5 24
4 263 89
4 137 23
4 269 39
4 141 2
4 17 6
4 147 8
4 277 62
4 22 26
4 23 90
4 281 18
4 32 19
4 37 41
4 42 38
4 177 53
4 178 73
4 51 84
4 181 13
4 160 58
4 200 70
4 207 73
4 81 80
4 212 53
4 217 63
4 251 79
4 102 99
4 273 24
4 244 88
4 118 68
4 123 33
5 130 35
5 6 39
5 136 89
5 137 46
5 258 84
5 16 86
5 145 47
5 278 84
5 25 3
5 156 54
5 48 27
5 164 32
5 37 96
5 47 99
5 176 73
5 183 53
5 184 70
5 57 94
5 61 74
5 194 66
5 200 46
5 216 63
5 230 17
5 106 41
6 131 54
6 266 45
6 194 100
6 142 54
6 143 6
6 16 86
6 17 57
6 148 6
6 154 97
6 173 28
6 10 48
6 58 75
6 61 11
6 191 86
6 66 49
6 69 43
6 74 40
6 76 92
6 205 99
6 207 24
6 208 63
6 209 64
6 83 78
6 215 48
6 221 65
6 96 35
6 232 49
6 233 64
6 189 54
6 240 0
6 113 48
6 116 40
6 248 76
6 250 93
6 255 3
7 134 19
7 264 21
7 10 62
7 20 6
7 22 42
7 27 74
7 156 51
7 36 88
7 37 2
7 50 41
7 53 26
7 184 24
7 188 50
7 191 5
7 195 14
7 74 81
7 87 85
7 222 55
7 97 29
7 101 64
7 108 77
7 111 62
7 240 25
7 119 96
7 121 84
7 251 54
8 263 71
8 269 18
8 271 24
8 145 69
8 151 85
8 153 99
8 154 34
8 287 26
8 160 37
8 40 56
8 51 74
8 180 98
8 191 81
8 64 12
8 66 69
8 74 76
8 75 3
8 207 22
8 216 23
8 91 8
8 232 88
8 119 38
8 120 50
8 127 6
9 139 32
9 14 78
9 145 85
9 147 57
9 278 91
9 280 85
9 282 16
9 111 11
9 294 66
9 44 27
9 48 71
9 186 33
9 62 72
9 194 98
9 71 9
9 77 2
9 78 33
9 79 58
9 211 14
9 227 36
9 108 54
9 110 73
9 239 80
9 112 58
9 119 48
9 253 30
10 256 100
10 259 16
10 264 95
10 266 33
10 12 27
10 14 29
10 131 34
10 20 10
10 89 60
10 282 10
10 157 99
10 287 65
10 184 41
10 58 63
10 61 48
10 66 34
10 203 61
10 210 56
10 212 73
10 217 57
10 90 2
10 219 25
10 92 61
10 96 97
10 106 22
10 123 22
10 254 19
10 255 45
11 257 30
11 132 43
11 135 29
11 140 87
11 21 52
11 23 71
11 153 63
11 37 92
11 44 0
11 178 15
11 181 93
11 95 51
11 60 88
11 68 91
11 75 66
11 220 43
11 293 89
11 102 63
11 237 14
11 117 57
11 248 72
12 215 25
12 142 45
12 24 16
12 283 14
12 156 61
12 29 94
12 32 96
12 165 68
12 295 36
12 174 49
12 178 63
12 66 52
12 203 83
12 208 86
12 86 87
12 87 30
12 220 96
12 293 28
12 226 97
12 107 69
12 112 5
12 114 48
12 118 21
12 247 59
12 255 32
13 141 66
13 144 91
13 275 35
13 276 23
13 69 34
13 158 47
13 31 14
13 32 26
13 34 75
13 297 72
13 172 38
13 47 50
13 187 91
13 196 24
13 197 50
13 81 16
13 87 65
13 92 46
13 230 43
13 104 93
13 111 87
13 243 96
13 254 22
14 258 72
14 139 13
14 268 82
14 141 35
14 272 55
14 18 60
14 149 0
14 151 31
14 157 48
14 288 13
14 162 24
14 292 58
14 40 82
14 176 59
14 52 1
14 182 23
14 116 16
14 200 33
14 206 72
14 79 56
14 81 89
14 83 60
14 215 74
14 36 97
14 220 0
14 223 19
14 97 4
14 102 90
14 244 0
14 245 60
15 133 41
15 134 89
15 140 81
15 19 4
15 278 24
15 239 11
15 284 9
15 292 37
15 37 98
15 45 12
15 180 56
15 187 11
15 60 22
15 66 11
15 199 83
15 83 23
15 214 91
15 217 23
15 94 61
15 223 100
15 99 59
15 101 52
15 242 1
15 111 54
15 112 49
15 114 3
