300 38000
0 1 79
0 3 84
0 4 71
0 5 39
0 6 49
0 7 28
0 8 63
0 10 93
0 11 39
0 12 10
0 13 100
0 15 82
0 16 90
0 18 50
0 19 86
0 20 66
0 21 33
0 22 3
0 23 24
0 24 83
0 25 57
0 26 77
0 27 4
0 29 63
0 30 16
0 31 61
0 33 87
0 34 36
0 35 83
0 36 95
0 38 25
0 39 17
0 41 70
0 42 16
0 43 36
0 44 73
0 45 10
0 46 47
0 47 50
0 48 38
0 50 84
0 51 44
0 52 48
0 53 33
0 55 4
0 57 48
0 58 13
0 59 7
0 60 29
0 61 34
0 63 93
0 64 33
0 65 32
0 66 23
0 68 94
0 69 38
0 70 33
0 71 94
0 72 4
0 73 39
0 75 29
0 76 76
0 77 94
0 78 49
0 79 40
0 80 30
0 81 60
0 83 51
0 84 92
0 86 42
0 88 38
0 89 35
0 90 67
0 91 25
0 92 35
0 93 33
0 94 35
0 95 42
0 96 91
0 97 55
0 100 12
0 101 49
0 102 58
0 103 73
0 104 57
0 105 43
0 106 69
0 107 52
0 108 86
0 109 15
0 110 39
0 111 71
0 112 29
0 114 75
0 116 80
0 118 33
0 119 31
0 120 5
0 122 11
0 123 77
0 124 82
0 126 6
0 127 85
0 128 96
0 129 64
0 131 12
0 133 32
0 134 70
0 135 44
0 137 68
0 138 91
0 139 95
0 140 32
0 142 19
0 143 97
0 144 51
0 145 22
0 146 64
0 147 18
0 148 83
0 149 77
0 150 70
0 151 87
0 152 93
0 153 97
0 154 34
0 155 63
0 156 97
0 157 12
0 159 44
0 160 6
0 161 93
0 162 41
0 163 73
0 164 53
0 166 72
0 167 55
0 172 25
0 173 42
0 174 20
0 175 47
0 177 63
0 178 61
0 179 67
0 180 12
0 181 67
0 182 17
0 183 9
0 184 76
0 185 76
0 186 3
0 187 87
0 188 91
0 189 38
0 190 35
0 191 20
0 192 76
0 194 15
0 195 96
0 196 18
0 197 53
0 198 55
0 199 29
0 200 72
0 201 30
0 202 83
0 203 79
0 204 52
0 205 61
0 206 40
0 207 49
0 208 1
0 209 98
0 210 49
0 211 35
0 213 2
0 214 65
0 215 63
0 216 61
0 218 78
0 219 25
0 220 2
0 221 13
0 222 6
0 223 73
0 224 84
0 225 50
0 226 1
0 228 69
0 229 84
0 230 79
0 231 43
0 232 46
0 233 49
0 234 40
0 235 65
0 236 67
0 238 22
0 239 45
0 240 0
0 241 72
0 242 18
0 243 84
0 244 26
0 245 35
0 246 8
0 247 41
0 249 72
0 252 1
0 253 31
0 254 57
0 255 60
0 258 35
0 259 81
0 262 49
0 263 67
0 264 95
0 265 77
0 266 41
0 267 76
0 268 23
0 270 2
0 271 82
0 273 66
0 274 83
0 275 61
0 276 34
0 277 96
0 278 15
0 279 0
0 280 52
0 281 80
0 283 22
0 284 10
0 285 17
0 288 30
0 291 28
0 292 85
0 294 77
0 295 25
0 296 64
0 297 0
0 298 55
0 299 0
1 2 97
1 4 65
1 6 60
1 7 8
1 8 96
1 9 87
1 10 52
1 11 40
1 12 45
1 13 26
1 14 29
1 15 55
1 16 25
1 17 4
1 18 55
1 19 80
1 20 77
1 21 35
1 22 80
1 23 42
1 24 41
1 25 69
1 27 25
1 28 84
1 29 86
1 30 60
1 31 85
1 32 9
1 33 60
1 34 10
1 35 58
1 36 82
1 37 21
1 38 52
1 39 16
1 40 52
1 41 2
1 42 73
1 43 22
1 44 97
1 46 76
1 47 12
1 48 31
1 49 84
1 50 31
1 51 77
1 52 24
1 53 0
1 54 33
1 55 93
1 56 45
1 57 55
1 58 47
1 59 1
1 61 64
1 62 28
1 63 44
1 64 15
1 65 0
1 66 22
1 67 33
1 68 43
1 69 19
1 71 15
1 72 68
1 74 39
1 75 93
1 76 32
1 77 7
1 78 4
1 79 58
1 80 50
1 81 45
1 82 30
1 83 30
1 84 80
1 85 83
1 86 60
1 87 0
1 88 47
1 89 46
1 90 79
1 91 15
1 93 33
1 94 75
1 95 62
1 96 46
1 97 33
1 98 86
1 99 100
1 101 20
1 102 54
1 103 22
1 104 15
1 105 77
1 107 37
1 108 66
1 109 24
1 110 51
1 112 23
1 113 4
1 115 34
1 116 27
1 117 66
1 118 81
1 119 54
1 120 83
1 121 60
1 122 63
1 123 24
1 125 53
1 126 71
1 127 94
1 128 90
1 130 73
1 131 15
1 132 39
1 133 93
1 134 36
1 135 68
1 136 13
1 138 2
1 139 69
1 140 5
1 143 15
1 144 46
1 145 34
1 146 26
1 147 79
1 148 32
1 149 84
1 152 21
1 154 1
1 155 59
1 157 0
1 158 88
1 159 21
1 160 83
1 161 63
1 162 25
1 164 66
1 165 10
1 167 65
1 168 7
1 169 21
1 170 3
1 171 40
1 172 91
1 174 39
1 178 45
1 179 73
1 180 25
1 181 71
1 182 65
1 183 87
1 184 95
1 185 18
1 186 71
1 188 6
1 189 44
1 190 19
1 191 6
1 193 22
1 194 31
1 195 89
1 196 57
1 197 61
1 198 88
1 199 77
1 201 31
1 204 38
1 205 71
1 206 28
1 208 34
1 209 100
1 210 72
1 211 79
1 212 90
1 213 71
1 215 55
1 218 21
1 219 3
1 220 85
1 221 70
1 222 60
1 223 58
1 224 88
1 225 13
1 226 16
1 227 47
1 228 16
1 229 74
1 230 67
1 231 56
1 232 15
1 233 96
1 235 18
1 236 26
1 237 38
1 238 35
1 239 85
1 241 1
1 242 86
1 244 49
1 245 14
1 246 84
1 247 50
1 248 68
1 249 95
1 251 45
1 252 66
1 253 93
1 254 24
1 256 33
1 257 49
1 258 93
1 259 27
1 260 38
1 262 5
1 264 11
1 265 84
1 266 6
1 268 67
1 269 12
1 270 31
1 271 87
1 272 75
1 273 40
1 274 82
1 275 90
1 276 16
1 277 14
1 278 39
1 279 88
1 280 27
1 281 58
1 285 21
1 286 69
1 287 63
1 288 15
1 289 83
1 290 55
1 292 49
1 294 23
1 295 87
1 297 71
1 298 74
1 299 67
2 3 68
2 4 10
2 5 18
2 6 44
2 7 37
2 9 88
2 10 96
2 11 93
2 12 75
2 13 0
2 14 90
2 15 52
2 16 23
2 17 15
2 18 36
2 19 18
2 20 18
2 21 82
2 22 8
2 23 10
2 24 26
2 25 7
2 26 100
2 27 44
2 28 61
2 29 21
2 30 26
2 31 86
2 32 34
2 33 54
2 35 12
2 36 76
2 37 13
2 38 22
2 39 77
2 41 77
2 42 24
2 43 39
2 44 36
2 45 97
2 46 27
2 47 12
2 48 95
2 49 94
2 50 40
2 51 54
2 52 4
2 53 61
2 54 2
2 55 92
2 56 21
2 57 55
2 58 98
2 59 8
2 60 23
2 61 91
2 62 19
2 63 78
2 64 84
2 65 15
2 66 70
2 67 93
2 68 5
2 70 72
2 71 41
2 72 75
2 73 45
2 74 66
2 75 46
2 76 95
2 77 91
2 78 53
2 79 88
2 80 18
2 81 13
2 82 1
2 83 46
2 84 95
2 85 14
2 86 91
2 87 17
2 88 62
2 89 80
2 90 57
2 92 43
2 93 100
2 94 81
2 95 33
2 97 18
2 98 48
2 99 11
2 100 2
2 101 6
2 103 15
2 104 97
2 105 6
2 106 61
2 107 48
2 108 40
2 109 42
2 110 9
2 111 7
2 112 76
2 113 39
2 114 4
2 115 39
2 116 62
2 117 20
2 118 89
2 119 68
2 120 7
2 121 10
2 122 46
2 123 21
2 124 25
2 125 15
2 126 24
2 127 45
2 129 21
2 130 70
2 132 71
2 133 58
2 134 38
2 135 87
2 136 97
2 137 14
2 138 32
2 142 51
2 144 54
2 146 69
2 148 97
2 149 100
2 150 1
2 152 96
2 153 96
2 154 61
2 155 31
2 156 16
2 158 49
2 160 15
2 161 14
2 162 1
2 163 18
2 164 59
2 165 56
2 166 47
2 167 77
2 168 6
2 169 84
2 170 14
2 171 11
2 172 100
2 173 32
2 174 96
2 176 55
2 177 33
2 178 2
2 179 68
2 180 69
2 181 57
2 182 21
2 184 42
2 185 80
2 186 70
2 187 13
2 188 36
2 189 46
2 190 37
2 191 26
2 192 23
2 193 90
2 194 28
2 195 34
2 196 51
2 197 95
2 198 9
2 199 44
2 200 82
2 202 52
2 203 12
2 204 96
2 205 1
2 207 46
2 209 85
2 210 49
2 211 97
2 212 91
2 214 98
2 215 51
2 216 62
2 217 78
2 218 74
2 219 22
2 220 49
2 221 72
2 222 40
2 223 77
2 225 1
2 226 20
2 227 66
2 228 22
2 229 81
2 230 13
2 231 39
2 232 53
2 233 53
2 235 1
2 236 94
2 238 33
2 239 37
2 240 70
2 241 2
2 242 91
2 244 9
2 245 93
2 247 74
2 248 17
2 249 8
2 250 42
2 251 36
2 252 53
2 253 29
2 254 3
2 255 11
2 256 70
2 257 52
2 258 15
2 260 30
2 261 50
2 262 31
2 263 97
2 264 96
2 265 26
2 266 92
2 267 26
2 268 22
2 269 81
2 270 91
2 271 13
2 272 24
2 273 57
2 274 52
2 275 66
2 276 51
2 277 12
2 278 94
2 279 29
2 280 68
2 281 42
2 282 47
2 283 51
2 284 26
2 285 65
2 287 54
2 288 98
2 289 44
2 290 29
2 291 77
2 292 90
2 294 49
2 295 67
2 296 35
2 297 78
2 298 62
2 299 96
3 4 21
3 5 18
3 7 34
3 8 30
3 9 81
3 10 61
3 12 17
3 13 28
3 15 35
3 16 80
3 17 50
3 18 42
3 20 25
3 21 46
3 22 14
3 23 92
3 24 35
3 25 5
3 26 13
3 27 22
3 28 9
3 29 50
3 30 85
3 31 51
3 32 23
3 33 92
3 34 67
3 35 69
3 36 80
3 37 76
3 38 55
3 39 67
3 40 74
3 41 75
3 42 41
3 43 95
3 44 83
3 47 98
3 48 76
3 49 93
3 51 14
3 52 2
3 53 0
3 54 26
3 55 43
3 56 2
3 57 47
3 58 89
3 59 29
3 60 93
3 61 62
3 62 94
3 64 28
3 65 11
3 66 86
3 67 93
3 68 59
3 69 36
3 70 47
3 71 40
3 72 73
3 73 75
3 74 45
3 75 62
3 76 14
3 77 67
3 78 0
3 79 98
3 80 19
3 81 57
3 82 14
3 83 85
3 84 36
3 85 94
3 86 94
3 88 28
3 90 45
3 91 40
3 92 12
3 93 40
3 94 32
3 95 15
3 96 39
3 97 38
3 99 74
3 100 32
3 101 34
3 102 39
3 103 33
3 104 77
3 105 75
3 106 83
3 108 53
3 109 61
3 111 48
3 112 0
3 113 100
3 115 19
3 116 17
3 117 75
3 118 83
3 119 85
3 120 18
3 121 27
3 122 5
3 123 20
3 124 81
3 125 83
3 127 6
3 129 37
3 130 47
3 131 96
3 132 5
3 133 62
3 134 15
3 135 0
3 136 52
3 137 14
3 138 31
3 139 44
3 140 70
3 141 32
3 142 38
3 143 40
3 144 5
3 145 12
3 146 54
3 147 52
3 148 51
3 149 77
3 151 87
3 152 84
3 153 34
3 155 10
3 157 34
3 158 58
3 159 30
3 160 97
3 161 96
3 162 64
3 163 62
3 165 28
3 166 83
3 168 57
3 170 56
3 172 92
3 174 46
3 175 46
3 177 74
3 178 13
3 179 1
3 180 27
3 182 42
3 183 71
3 185 27
3 186 6
3 187 49
3 188 82
3 190 67
3 191 98
3 192 39
3 193 99
3 194 91
3 195 73
3 196 49
3 197 40
3 199 17
3 200 97
3 201 10
3 203 23
3 204 1
3 205 94
3 207 47
3 208 40
3 209 24
3 210 15
3 212 97
3 213 74
3 214 54
3 215 72
3 216 63
3 217 3
3 218 44
3 219 73
3 220 62
3 221 39
3 222 94
3 223 65
3 225 42
3 227 62
3 228 43
3 229 38
3 230 15
3 231 38
3 232 10
3 233 74
3 234 31
3 235 44
3 236 79
3 237 56
3 238 33
3 240 33
3 241 42
3 242 11
3 243 60
3 244 53
3 245 18
3 246 53
3 247 97
3 248 11
3 249 70
3 250 29
3 253 21
3 254 44
3 256 89
3 257 85
3 258 28
3 259 18
3 260 92
3 261 28
3 263 18
3 264 29
3 265 11
3 266 56
3 267 21
3 268 7
3 270 74
3 271 81
3 273 9
3 275 93
3 276 51
3 277 72
3 278 73
3 280 39
3 281 7
3 283 73
3 284 6
3 285 40
3 286 3
3 287 31
3 288 32
3 289 48
3 290 100
3 291 58
3 292 21
3 293 98
3 296 71
3 297 56
3 298 20
3 299 99
4 7 69
4 8 100
4 10 19
4 12 47
4 13 21
4 14 54
4 15 58
4 17 29
