300 4000
0 112 8
0 162 51
0 132 60
0 295 87
0 39 86
0 265 64
0 45 58
0 257 100
0 290 10
0 269 100
0 271 79
0 50 49
0 115 30
0 52 42
0 246 42
0 23 15
0 248 65
0 153 43
0 59 38
0 28 14
0 143 62
1 135 73
1 264 40
1 275 26
1 20 47
1 277 45
1 26 0
1 111 14
1 31 70
1 160 87
1 33 82
1 34 41
1 35 13
1 40 4
1 41 77
1 51 86
1 52 51
1 53 70
1 184 15
1 32 64
1 204 26
1 208 18
1 209 33
1 291 67
1 224 14
1 105 81
1 107 70
1 239 54
1 245 9
2 260 81
2 261 83
2 8 74
2 142 6
2 276 92
2 149 25
2 278 69
2 27 71
2 30 2
2 287 15
2 290 57
2 35 30
2 167 17
2 40 72
2 172 92
2 48 100
2 186 54
2 60 41
2 192 94
2 203 93
2 210 41
2 100 84
2 110 15
2 113 1
3 258 59
3 135 49
3 9 80
3 19 1
3 276 14
3 23 81
3 154 23
3 42 83
3 46 75
3 53 42
3 57 14
3 71 28
3 120 34
3 89 98
3 90 49
3 219 31
3 92 14
3 225 11
3 230 63
3 233 57
3 106 9
3 236 20
3 237 97
3 105 61
3 248 80
3 121 58
3 254 34
4 133 50
4 7 68
4 265 23
4 139 20
4 141 72
4 143 15
4 144 77
4 145 70
4 26 28
4 294 59
4 295 6
4 297 42
4 299 27
4 46 78
4 49 4
4 51 90
4 53 19
4 137 66
4 189 20
4 63 85
4 65 12
4 198 79
4 76 43
4 206 40
4 216 75
4 219 77
4 225 45
4 236 44
4 238 15
4 242 70
4 116 98
4 123 50
4 252 53
5 137 5
5 13 89
5 270 67
5 271 37
5 160 81
5 162 26
5 169 77
5 298 52
5 191 10
5 64 67
5 69 88
5 201 81
5 202 51
5 141 80
5 218 58
5 95 38
5 237 3
5 239 23
5 240 45
5 244 75
5 246 35
5 120 82
6 7 87
6 265 78
6 18 96
6 276 44
6 32 37
6 290 57
6 174 10
6 49 79
6 50 60
6 55 45
6 56 51
6 58 18
6 60 74
6 64 22
6 76 98
6 212 58
6 216 100
6 91 40
6 223 87
6 97 1
6 228 32
6 111 44
6 114 10
6 115 23
6 148 91
6 122 97
7 133 97
7 10 92
7 109 6
7 27 30
7 28 98
7 285 49
7 161 85
7 39 91
7 179 35
7 184 83
7 95 98
7 68 96
7 70 81
7 33 90
7 75 77
7 79 46
7 212 85
7 220 2
7 223 94
7 96 96
7 123 17
7 107 32
7 236 45
7 237 45
7 59 99
7 119 11
7 251 12
8 137 97
8 144 76
8 17 95
8 148 38
8 155 57
8 30 3
8 31 43
8 163 87
8 295 81
8 170 13
8 173 56
8 55 62
8 197 52
8 76 35
8 208 88
8 82 43
8 213 84
8 92 44
8 105 10
8 237 93
8 240 57
8 251 36
8 255 19
9 130 61
9 260 82
9 265 93
9 266 69
9 67 77
9 280 3
9 26 83
9 290 42
9 42 67
9 185 13
9 189 7
9 62 85
9 65 78
9 66 64
9 195 40
9 202 12
9 203 80
9 204 39
9 162 24
9 207 89
9 210 66
9 225 29
9 100 43
9 230 10
9 236 72
9 110 72
9 244 16
9 249 5
10 214 27
10 134 61
10 16 39
10 147 13
10 277 51
10 28 23
10 157 83
10 261 96
10 164 26
10 52 61
10 53 62
10 196 26
10 202 71
10 226 84
10 86 100
10 89 13
10 96 74
10 98 5
10 100 59
10 229 13
10 233 28
10 109 8
10 110 35
10 244 14
10 252 24
11 256 74
11 260 6
11 261 46
11 138 65
11 139 99
11 140 38
11 141 97
11 15 23
11 272 88
11 24 42
11 274 57
11 23 7
11 152 27
11 282 6
11 285 12
11 38 38
11 296 20
11 41 59
11 42 91
11 29 35
11 49 52
11 178 94
11 181 41
11 185 48
11 190 28
11 73 33
11 228 1
11 102 51
11 112 12
11 254 85
12 129 38
12 134 36
12 264 89
12 13 77
12 272 4
12 17 47
12 146 43
12 151 74
12 154 78
12 288 98
12 289 50
12 39 79
12 170 45
12 179 1
12 189 25
12 190 91
12 208 25
12 213 31
12 224 100
12 100 31
12 103 8
12 249 5
12 123 52
13 209 15
13 274 26
13 151 45
13 155 82
13 30 31
13 31 70
13 33 34
13 35 64
13 261 84
13 40 87
13 41 25
13 175 11
13 177 9
13 180 20
13 59 60
13 161 39
13 268 11
13 206 60
13 208 19
13 81 40
13 121 89
13 92 54
13 227 35
13 101 2
13 231 70
13 108 79
13 109 64
13 244 28
13 126 4
13 246 16
13 248 4
13 249 7
13 123 32
13 254 61
14 196 66
14 133 7
14 200 86
14 73 23
14 75 58
14 236 52
14 269 68
14 79 19
14 177 58
14 50 41
14 84 76
14 181 60
14 24 21
14 216 0
14 89 53
14 223 70
14 150 24
14 85 100
15 22 72
15 135 82
15 142 20
15 275 64
15 276 37
15 150 3
15 152 50
15 284 41
15 37 6
15 41 25
15 170 48
15 299 13
15 172 75
15 46 25
15 177 25
15 178 36
15 188 12
15 71 58
15 204 34
15 211 29
15 84 25
15 213 10
15 87 84
15 216 12
15 230 12
15 233 45
15 234 40
15 114 79
15 120 81
15 249 78
15 124 96
15 125 55
16 261 73
16 139 70
16 142 87
16 144 53
16 280 45
16 27 17
16 69 90
16 287 4
16 292 49
16 166 54
16 296 87
16 179 24
16 57 54
16 186 83
16 62 30
16 197 14
16 200 80
16 211 84
16 86 17
16 88 50
16 92 52
16 93 57
16 99 32
16 107 79
16 124 73
16 126 42
16 127 90
17 130 29
17 262 58
17 267 35
17 144 86
17 25 5
17 161 49
17 36 92
17 293 20
17 43 72
17 48 13
17 180 52
17 204 37
17 223 78
17 239 4
17 117 82
17 119 11
17 120 89
17 249 73
17 252 33
17 255 26
18 264 5
18 140 30
18 271 60
18 275 88
18 277 54
18 29 24
18 287 84
18 160 76
18 35 75
18 39 48
18 173 50
18 53 18
18 61 6
18 195 61
18 201 15
18 74 18
18 78 51
18 208 97
18 84 60
18 213 8
18 214 77
18 217 95
18 90 19
18 224 4
18 80 20
18 229 3
18 102 0
18 109 97
18 238 48
18 244 99
18 246 87
18 248 41
18 255 50
18 127 38
19 290 12
19 100 33
19 229 82
19 232 5
19 140 19
19 142 45
19 27 93
19 22 27
19 177 1
19 67 71
19 20 76
19 278 39
19 282 83
19 59 76
19 252 30
19 222 62
20 64 71
20 194 4
20 196 57
20 118 42
20 167 97
20 138 26
20 110 82
20 177 67
20 50 99
20 212 31
20 86 11
20 266 62
20 251 28
20 252 67
20 221 13
20 223 99
21 128 46
21 80 100
21 175 0
21 293 62
21 130 45
21 298 41
21 43 44
21 268 65
21 173 35
21 142 43
21 47 16
21 176 20
21 241 61
21 109 97
21 85 33
21 111 27
21 281 89
21 154 41
21 91 63
21 189 21
21 190 99
22 256 88
22 132 83
22 133 34
22 134 8
22 23 76
22 270 42
22 274 44
22 279 87
22 282 1
22 284 82
22 30 43
22 31 93
22 160 15
22 34 92
22 35 31
22 36 61
22 39 17
22 172 34
22 47 61
22 177 94
22 50 17
22 286 59
22 59 57
22 189 60
22 193 88
22 67 10
22 70 24
22 208 57
22 81 6
22 83 91
22 88 47
22 219 35
22 222 71
22 223 3
22 227 13
22 228 28
22 111 80
22 240 87
22 113 74
22 119 25
23 130 2
23 278 83
23 264 80
23 138 49
23 277 23
23 24 33
23 25 70
23 282 50
23 283 94
23 30 21
23 38 5
23 171 27
23 179 73
23 181 58
23 183 70
23 191 36
23 213 37
23 99 77
23 233 64
23 114 57
23 116 15
23 118 14
23 249 26
23 122 12
23 251 72
24 139 46
24 271 17
24 146 4
24 195 75
24 277 19
24 283 41
24 157 32
24 158 89
24 164 62
24 165 21
24 295 54
24 168 22
24 299 67
24 173 46
24 175 51
24 54 35
24 184 88
24 187 9
24 63 76
24 193 50
24 73 1
24 87 82
24 88 0
24 220 42
24 224 18
24 233 41
24 234 44
24 107 32
24 236 50
24 114 74
24 126 32
25 258 74
25 260 92
25 262 6
25 142 49
25 272 76
25 147 88
25 155 69
25 29 38
25 162 49
25 43 90
25 285 19
25 176 16
25 52 45
25 181 8
25 182 45
25 70 27
25 73 63
25 76 44
25 207 42
25 83 58
25 212 53
25 225 85
25 273 73
25 234 91
25 249 24
25 251 4
25 253 73
26 131 52
26 268 67
26 278 0
26 284 3
26 158 73
26 288 35
26 35 45
26 36 35
26 37 12
26 40 57
26 28 94
26 47 21
26 185 8
26 186 83
26 191 49
26 65 22
26 198 37
26 201 85
26 291 72
26 116 61
26 117 82
26 246 16
27 257 11
27 265 2
27 139 13
27 268 61
27 130 28
27 147 98
27 269 10
27 44 35
27 183 57
27 64 31
27 204 17
27 206 39
27 207 46
27 218 95
27 227 96
27 100 44
27 101 4
27 102 21
27 231 99
27 106 52
27 242 98
27 148 14
27 127 3
28 258 69
28 131 39
28 272 4
28 147 64
28 278 95
28 156 41
28 162 39
28 166 3
28 296 98
28 92 41
28 53 85
28 58 95
28 59 82
28 190 63
28 67 86
28 199 66
28 203 23
28 76 28
28 209 82
28 86 76
28 89 47
28 90 87
28 220 31
28 221 65
28 226 2
28 104 70
28 238 100
28 115 75
28 62 46
28 41 59
29 129 88
29 261 11
29 262 9
29 265 67
29 140 7
29 280 90
29 31 20
29 298 14
29 173 20
29 47 74
29 94 77
29 56 18
29 72 16
29 73 37
29 222 57
29 95 6
29 97 65
29 231 34
29 108 70
29 244 49
30 86 40
30 263 97
30 264 68
30 138 79
30 276 43
30 279 48
30 37 43
30 38 91
30 296 73
30 43 20
30 44 10
30 174 92
30 176 24
30 178 15
30 179 4
30 52 86
30 56 11
30 62 72
30 193 32
30 200 3
30 214 32
30 108 40
30 237 7
30 110 32
30 168 7
30 243 95
30 124 81
30 125 13
31 256 64
31 107 40
31 135 74
31 264 38
31 265 88
31 142 34
31 153 95
31 289 30
31 34 41
31 35 49
31 295 99
31 172 33
31 47 46
31 176 88
31 190 25
31 193 42
31 68 5
31 200 97
31 73 81
31 88 6
31 220 51
31 94 11
31 97 21
31 102 40
31 105 39
31 235 22
31 116 41
31 117 70
32 59 85
32 166 79
32 161 9
32 284 58
32 236 32
32 45 54
32 84 55
32 117 58
32 250 71
32 187 81
32 92 36
32 165 19
33 131 81
33 133 26
33 268 32
33 271 62
33 145 62
33 147 60
33 162 99
33 292 62
33 294 23
33 298 84
33 263 29
33 45 52
33 182 69
33 57 8
33 78 71
33 84 71
33 38 1
33 239 72
33 242 0
33 116 28
34 262 25
34 263 28
34 152 47
34 153 13
34 162 93
34 165 22
34 167 88
34 42 22
34 43 48
34 173 40
34 53 99
34 56 8
34 63 9
34 66 93
34 195 90
34 68 32
34 197 33
34 71 94
34 201 79
34 202 98
34 214 21
34 218 35
34 228 77
34 230 57
34 234 15
34 240 100
34 242 98
34 120 93
35 256 97
35 133 9
35 135 23
35 128 63
35 144 37
35 275 98
35 279 32
35 281 39
35 283 77
35 161 92
35 45 19
35 177 24
35 222 88
35 186 92
35 191 78
35 211 63
35 89 39
35 90 37
35 94 38
35 230 29
35 235 36
35 242 87
35 254 51
36 66 75
36 251 4
36 159 41
36 226 30
36 245 97
36 240 61
36 148 90
36 181 59
36 183 82
36 216 23
36 223 78
36 222 11
36 213 34
37 128 0
37 258 85
37 264 21
37 137 36
37 267 73
37 270 60
37 151 20
37 156 71
37 43 37
37 176 32
37 178 74
37 52 16
37 184 43
37 57 48
37 58 54
37 193 89
37 70 41
37 72 82
37 81 91
37 83 12
37 185 84
37 93 20
37 104 93
37 105 9
37 117 34
38 131 94
38 262 96
38 279 29
38 149 70
38 280 71
38 282 39
38 51 92
38 52 35
38 189 69
38 62 86
38 64 3
38 198 43
38 201 40
38 89 36
38 221 35
38 232 35
38 240 21
38 116 90
38 250 17
38 124 98
38 125 74
38 127 21
39 133 40
39 264 65
39 265 47
39 271 64
39 146 61
39 282 39
39 166 22
39 297 87
39 299 100
39 45 49
39 57 7
39 195 21
39 76 9
39 208 68
39 84 37
39 213 87
39 220 6
39 94 9
39 96 64
39 123 95
39 103 9
39 232 70
39 238 13
39 240 51
39 251 62
40 174 4
40 152 51
40 153 54
40 154 26
40 294 96
40 298 90
40 46 26
40 178 29
40 116 22
40 58 40
40 193 9
40 198 23
40 223 6
40 224 92
40 98 93
40 102 87
40 104 38
40 233 38
40 239 42
40 244 87
40 251 41
41 129 8
41 130 52
41 171 99
41 264 53
41 144 94
41 154 33
41 155 75
41 285 100
41 286 44
41 159 68
41 160 28
41 299 100
41 44 52
41 178 65
41 51 37
41 184 63
41 287 98
41 60 24
41 76 66
41 214 4
41 215 18
41 100 98
41 234 80
41 109 57
41 239 15
41 123 97
41 253 60
42 138 79
42 143 32
42 145 11
42 275 32
42 153 61
42 164 44
42 297 20
42 43 13
42 44 67
42 178 10
42 187 69
42 60 26
42 191 42
42 76 52
42 210 86
42 211 5
42 85 88
42 90 28
42 222 99
42 96 33
42 131 55
42 236 21
42 109 86
42 238 78
42 244 22
42 248 13
42 255 39
43 268 92
43 147 67
43 159 29
43 291 96
43 294 23
43 183 83
43 65 61
43 199 40
43 207 33
43 81 58
43 87 98
43 90 66
43 221 14
43 145 100
43 104 26
43 110 92
43 248 85
43 127 33
44 279 77
44 129 61
44 139 19
44 105 13
44 262 12
44 225 48
44 264 84
44 235 44
44 46 89
44 180 97
44 128 34
44 148 5
44 85 81
44 281 63
44 249 76
44 154 62
45 262 59
45 267 11
45 269 80
45 146 53
45 151 53
45 155 25
45 287 51
45 168 88
45 46 6
45 47 95
45 176 93
45 55 68
45 56 76
45 191 13
45 64 67
45 198 95
45 72 53
45 73 7
45 79 15
45 209 63
45 86 34
45 218 97
45 94 58
45 97 10
45 99 77
45 81 94
45 105 0
45 238 81
45 248 47
45 250 32
46 261 31
46 137 64
46 142 37
46 275 3
46 278 90
46 154 33
46 286 16
46 175 4
46 182 96
46 55 59
46 60 22
46 66 11
46 203 69
46 204 90
46 85 66
46 92 89
46 95 59
46 112 43
46 245 12
46 118 20
46 121 4
47 259 56
47 134 3
47 264 81
47 146 77
47 276 77
47 155 73
47 156 89
47 290 88
47 167 88
47 170 38
47 174 82
47 181 38
47 57 7
47 201 56
47 202 44
47 80 12
47 218 84
47 249 93
47 123 33
48 261 33
48 269 58
