300 4000
0 256 99
0 289 68
0 113 56
0 70 31
0 51 65
0 33 66
0 296 17
0 297 43
0 172 91
0 210 0
0 14 87
0 177 87
0 178 6
0 115 99
0 21 28
0 22 14
0 233 75
0 292 87
0 91 34
0 126 10
0 127 16
1 22 90
1 143 58
1 16 51
1 278 28
1 280 49
1 286 52
1 161 53
1 162 65
1 163 100
1 293 29
1 298 62
1 44 56
1 58 22
1 81 24
1 82 77
1 91 76
1 225 31
1 144 77
1 236 15
1 109 74
1 110 23
1 120 99
1 249 57
1 250 98
1 251 82
1 125 45
2 263 99
2 142 65
2 274 92
2 149 90
2 28 38
2 36 90
2 46 4
2 176 88
2 187 72
2 63 20
2 64 94
2 193 42
2 195 99
2 198 74
2 79 97
2 204 22
2 207 21
2 91 38
2 221 29
2 106 56
2 108 43
2 112 52
3 4 65
3 133 77
3 135 82
3 136 80
3 283 62
3 286 87
3 289 17
3 40 78
3 53 63
3 189 63
3 62 31
3 63 43
3 64 70
3 202 86
3 203 80
3 208 55
3 224 92
3 100 86
3 232 66
3 107 58
3 113 60
3 190 97
3 247 21
3 251 90
3 255 10
4 129 66
4 133 26
4 135 44
4 264 52
4 12 15
4 144 73
4 147 23
4 29 90
4 286 78
4 161 23
4 167 8
4 49 77
4 184 6
4 58 27
4 64 10
4 193 91
4 80 71
4 212 69
4 88 35
4 221 3
4 295 62
4 238 91
4 243 41
4 244 86
4 125 24
5 135 49
5 11 53
5 17 84
5 19 15
5 278 41
5 279 46
5 28 83
5 288 31
5 161 28
5 163 97
5 164 56
5 39 21
5 296 18
5 297 51
5 298 67
5 50 40
5 57 69
5 60 74
5 191 59
5 139 22
5 70 49
5 74 77
5 85 88
5 214 42
5 97 57
5 227 31
5 230 24
5 231 60
5 108 16
5 168 28
5 275 51
5 122 59
5 123 54
5 255 83
6 256 63
6 259 9
6 262 50
6 14 98
6 273 7
6 150 94
6 157 80
6 33 92
6 39 67
6 299 90
6 172 22
6 45 43
6 52 17
6 181 100
6 186 90
6 198 28
6 289 61
6 205 42
6 206 10
6 84 31
6 85 65
6 223 45
6 98 47
6 102 40
6 145 43
6 105 33
6 108 1
6 112 14
6 241 45
6 242 80
6 252 56
6 125 89
7 266 25
7 267 64
7 151 71
7 280 38
7 27 90
7 157 22
7 35 47
7 167 25
7 168 29
7 41 19
7 299 62
7 58 1
7 61 53
7 70 34
7 203 1
7 204 50
7 77 95
7 209 60
7 87 65
7 88 19
7 223 81
7 100 4
7 105 30
7 114 34
7 169 93
8 160 82
8 130 47
8 68 75
8 38 37
8 295 15
8 31 21
8 9 73
8 266 82
8 139 87
8 125 83
8 141 57
8 270 99
8 271 23
8 208 89
8 40 24
8 211 63
8 201 23
8 184 60
8 207 95
8 221 67
8 159 8
9 135 89
9 10 84
9 267 83
9 140 73
9 269 10
9 14 30
9 143 98
9 149 14
9 151 90
9 155 99
9 156 26
9 29 77
9 158 37
9 173 7
9 47 8
9 50 96
9 63 22
9 194 87
9 196 42
9 71 24
9 74 40
9 217 53
9 90 29
9 91 44
9 92 32
9 110 34
9 112 57
9 252 93
9 21 99
10 258 11
10 135 11
10 266 39
10 215 75
10 270 93
10 273 95
10 146 62
10 147 94
10 276 72
10 22 66
10 153 73
10 31 60
10 33 70
10 295 32
10 48 54
10 51 9
10 184 10
10 193 48
10 69 72
10 87 60
10 216 68
10 93 33
10 224 63
10 225 23
10 39 60
10 112 70
10 275 53
10 252 22
10 254 8
11 43 43
11 134 54
11 263 11
11 264 61
11 137 15
11 18 38
11 20 54
11 24 65
11 30 34
11 292 95
11 299 47
11 175 53
11 55 20
11 184 64
11 186 96
11 192 53
11 80 80
11 213 14
11 90 57
11 219 72
11 97 20
11 227 5
11 228 39
11 102 70
11 241 33
12 128 49
12 258 35
12 259 45
12 260 8
12 263 68
12 269 75
12 271 6
12 149 67
12 151 62
12 25 3
12 27 85
12 284 22
12 287 51
12 161 2
12 39 78
12 49 89
12 186 19
12 63 25
12 67 11
12 211 47
12 84 0
12 86 7
12 215 19
12 93 52
12 223 63
12 97 13
12 233 12
12 109 67
12 239 95
12 115 20
12 253 52
12 21 51
13 193 58
13 219 37
13 38 95
13 257 71
13 264 27
13 265 80
13 41 12
13 235 60
13 275 15
13 239 23
13 16 46
13 50 52
13 51 6
13 244 14
13 213 85
13 86 44
13 55 81
13 57 22
13 175 78
13 156 54
13 35 89
14 259 88
14 131 0
14 150 1
14 30 19
14 37 61
14 296 74
14 43 25
14 174 7
14 48 53
14 181 48
14 185 2
14 63 5
14 66 41
14 69 24
14 70 17
14 71 40
14 262 18
14 214 90
14 215 18
14 92 88
14 250 21
14 223 97
14 225 93
14 122 61
14 126 27
14 127 49
15 256 98
15 132 4
15 23 22
15 142 93
15 272 47
